key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
passed:15m_trend_bearish,71,29,42,40.845070,81.572533,155.981953,74.409420,0.000000,1.148909,164.262695,10.482076,5.563380
passed:15m_trend_bullish,77,25,52,32.467532,-87.335787,-4.489015,82.846771,0.000000,-1.134231,153.819693,-8.685512,6.935065
passed:1m_ema_alignment_long,77,25,52,32.467532,-87.335787,-4.489015,82.846771,0.000000,-1.134231,153.819693,-8.685512,6.935065
passed:1m_ema_alignment_short,71,29,42,40.845070,81.572533,155.981953,74.409420,0.000000,1.148909,164.262695,10.482076,5.563380
passed:5m_confirmation_bearish,71,29,42,40.845070,81.572533,155.981953,74.409420,0.000000,1.148909,164.262695,10.482076,5.563380
passed:5m_confirmation_bullish,77,25,52,32.467532,-87.335787,-4.489015,82.846771,0.000000,-1.134231,153.819693,-8.685512,6.935065
passed:atr_bps_in_range,148,54,94,36.486486,-5.763254,151.492937,157.256191,0.000000,-0.038941,158.829511,0.509750,6.277027
passed:close_reclaim_long,77,25,52,32.467532,-87.335787,-4.489015,82.846771,0.000000,-1.134231,153.819693,-8.685512,6.935065
passed:close_reclaim_short,71,29,42,40.845070,81.572533,155.981953,74.409420,0.000000,1.148909,164.262695,10.482076,5.563380
passed:confidence_ok,148,54,94,36.486486,-5.763254,151.492937,157.256191,0.000000,-0.038941,158.829511,0.509750,6.277027
passed:direction_enabled,148,54,94,36.486486,-5.763254,151.492937,157.256191,0.000000,-0.038941,158.829511,0.509750,6.277027
passed:expected_net_edge_ok,148,54,94,36.486486,-5.763254,151.492937,157.256191,0.000000,-0.038941,158.829511,0.509750,6.277027
passed:expected_reward_ok,148,54,94,36.486486,-5.763254,151.492937,157.256191,0.000000,-0.038941,158.829511,0.509750,6.277027
passed:pullback_near_ema21,146,54,92,36.986301,11.618324,166.611363,154.993039,0.000000,0.079578,159.088934,1.586575,6.342466
passed:pullback_near_vwap,2,0,2,0.000000,-17.381578,-15.118426,2.263152,0.000000,-8.690789,139.891637,-78.098496,1.500000
passed:reward_risk_ok,148,54,94,36.486486,-5.763254,151.492937,157.256191,0.000000,-0.038941,158.829511,0.509750,6.277027
passed:volume_ratio_ok,148,54,94,36.486486,-5.763254,151.492937,157.256191,0.000000,-0.038941,158.829511,0.509750,6.277027
