trade_id,signal_id,month,symbol,strategy_id,regime,side,entry_time,exit_time,duration_ms,entry_price,exit_price,stop_loss,take_profit,qty,gross_pnl,fee,slippage,total_cost,net_pnl,reward_risk,bars_held,exit_reason,expected_edge_bps,actual_edge_bps,edge_realization_bps,fee_bps,slippage_bps,total_cost_bps,net_pnl_bps,filters_passed,filters_failed,entry_reason
TRD-SIG-BT-00000001,SIG-BT-00000001,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1578321900000,1578325500000,3600000,7547.890000,7520.725195,7520.725195,7588.637208,0.276093,-7.500000,2.080166,0.000000,2.080166,-9.580166,1.500000,5,stop_loss,43.984899,-45.971938,-89.956837,9.982005,0.000000,9.982005,-45.971938,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000002,SIG-BT-00000002,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1578399300000,1578399300000,0,7900.020000,7873.009190,7873.009190,7940.536215,0.277135,-7.485630,2.185626,0.000000,2.185626,-9.671256,1.500000,1,stop_loss,41.286219,-44.173717,-85.459935,9.982905,0.000000,9.982905,-44.173717,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000003,SIG-BT-00000003,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1578478500000,1578487500000,9000000,8343.550000,8299.545379,8299.545379,8409.556931,0.169780,-7.471123,1.412836,0.000000,1.412836,-8.883959,1.500000,11,stop_loss,69.111327,-62.714514,-131.825841,9.973630,0.000000,9.973630,-62.714514,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000004,SIG-BT-00000004,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1578748500000,1578759300000,10800000,8078.330000,8131.949884,8042.583411,8131.949884,0.208630,11.186695,1.690972,0.000000,1.690972,9.495723,1.500000,13,take_profit,56.374961,56.341773,-0.033187,10.033187,0.000000,10.033187,56.341773,15m_trend_bullish|5m_confirmation_bullish|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000005,SIG-BT-00000005,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1578998700000,1579005000000,6300000,8515.720000,8481.317340,8481.317340,8567.323990,0.217194,-7.472041,1.845825,0.000000,1.845825,-9.317865,1.500000,8,stop_loss,50.598505,-50.378804,-100.977309,9.979800,0.000000,9.979800,-50.378804,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000006,SIG-BT-00000006,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1579121100000,1579122900000,1800000,8797.620000,8862.323078,8754.484615,8862.323078,0.172899,11.187096,1.526693,0.000000,1.526693,9.660403,1.500000,3,take_profit,63.546116,63.509343,-0.036773,10.036773,0.000000,10.036773,63.509343,15m_trend_bullish|5m_confirmation_bullish|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000007,SIG-BT-00000007,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1579132800000,1579133700000,900000,8825.350000,8783.851284,8783.851284,8887.598074,0.180067,-7.472554,1.585419,0.000000,1.585419,-9.057973,1.500000,2,stop_loss,60.533264,-56.998665,-117.531928,9.976489,0.000000,9.976489,-56.998665,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000008,SIG-BT-00000008,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1579281300000,1579290300000,9000000,8910.000000,8865.997108,8865.997108,8976.004338,0.169511,-7.458967,1.506612,0.000000,1.506612,-8.965579,1.500000,11,stop_loss,64.078943,-59.361269,-123.440211,9.975307,0.000000,9.975307,-59.361269,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000009,SIG-BT-00000009,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1579292100000,1579305600000,13500000,8916.260000,8869.444746,8869.444746,8986.482881,0.159040,-7.445519,1.414323,0.000000,1.414323,-8.859842,1.500000,16,stop_loss,68.758224,-62.479230,-131.237454,9.973747,0.000000,9.973747,-62.479230,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-0000000A,SIG-BT-0000000A,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1580207400000,1580210100000,2700000,9029.600000,9088.848415,8990.101056,9088.848415,0.188163,11.148344,1.704608,0.000000,1.704608,9.443735,1.500000,4,take_profit,55.615770,55.582962,-0.032808,10.032808,0.000000,10.032808,55.582962,15m_trend_bullish|5m_confirmation_bullish|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-0000000B,SIG-BT-0000000B,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1580242500000,1580251500000,9000000,9076.490000,9145.198120,9030.684586,9145.198120,0.162566,11.169592,1.481112,0.000000,1.481112,9.688480,1.500000,11,take_profit,65.698999,65.661149,-0.037849,10.037849,0.000000,10.037849,65.661149,15m_trend_bullish|5m_confirmation_bullish|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-0000000C,SIG-BT-0000000C,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1580293800000,1580294700000,900000,9365.430000,9421.686596,9327.925603,9421.686596,0.198935,11.191391,1.868705,0.000000,1.868705,9.322686,1.500000,2,take_profit,50.068353,50.038319,-0.030034,10.030034,0.000000,10.030034,50.038319,15m_trend_bullish|5m_confirmation_bullish|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-0000000D,SIG-BT-0000000D,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1580314500000,1580326200000,11700000,9331.030000,9396.084361,9287.660426,9396.084361,0.172354,11.212367,1.613845,0.000000,1.613845,9.598523,1.500000,14,take_profit,59.718307,59.683448,-0.034859,10.034859,0.000000,10.034859,59.683448,15m_trend_bullish|5m_confirmation_bullish|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-0000000E,SIG-BT-0000000E,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1580376600000,1580382000000,5400000,9364.520000,9332.516630,9332.516630,9412.525055,0.234016,-7.489309,2.187705,0.000000,2.187705,-9.677015,1.500000,7,stop_loss,41.262697,-44.158044,-85.420741,9.982912,0.000000,9.982912,-44.158044,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-0000000F,SIG-BT-0000000F,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1580403600000,1580403600000,0,9377.840000,9448.608351,9330.661100,9448.608351,0.158435,11.212191,1.491385,0.000000,1.491385,9.720806,1.500000,1,take_profit,65.463380,65.425649,-0.037732,10.037732,0.000000,10.037732,65.425649,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000010,SIG-BT-00000010,2020-02,BTCUSDT,ema_trend_pullback_v1,bullish,long,1580691600000,1580693400000,1800000,9417.470000,9471.755421,9381.279719,9471.755421,0.206944,11.234063,1.954509,0.000000,1.954509,9.279553,1.500000,3,take_profit,47.643318,47.614496,-0.028822,10.028822,0.000000,10.028822,47.614496,15m_trend_bullish|5m_confirmation_bullish|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000011,SIG-BT-00000011,2020-02,BTCUSDT,ema_trend_pullback_v1,bullish,long,1580971500000,1580972400000,900000,9682.340000,9647.546123,9647.546123,9734.530816,0.215650,-7.503294,2.084244,0.000000,2.084244,-9.587538,1.500000,2,stop_loss,43.903101,-45.917433,-89.820535,9.982032,0.000000,9.982032,-45.917433,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000012,SIG-BT-00000012,2020-02,BTCUSDT,ema_trend_pullback_v1,bullish,long,1580976900000,1580990400000,13500000,9662.510000,9720.989939,9623.523374,9720.989939,0.192089,11.233370,1.861681,0.000000,1.861681,9.371688,1.500000,16,take_profit,50.522513,50.492252,-0.030261,10.030261,0.000000,10.030261,50.492252,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000013,SIG-BT-00000013,2020-02,BTCUSDT,ema_trend_pullback_v1,bullish,long,1581050700000,1581053400000,2700000,9817.000000,9779.407154,9779.407154,9873.389269,0.199585,-7.502971,1.955575,0.000000,1.955575,-9.458546,1.500000,4,stop_loss,47.440429,-48.274473,-95.714902,9.980853,0.000000,9.980853,-48.274473,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000014,SIG-BT-00000014,2020-02,BTCUSDT,ema_trend_pullback_v1,bullish,long,1581464700000,1581464700000,0,10263.000000,10223.119903,10223.119903,10322.820146,0.187782,-7.488783,1.923467,0.000000,1.923467,-9.412250,1.500000,1,stop_loss,48.287193,-48.838699,-97.125892,9.980571,0.000000,9.980571,-48.838699,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
