key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
passed:15m_trend_bearish,280,110,170,39.285714,-394.471727,-27.194955,367.276772,0.000000,-1.408828,79.676818,-12.227188,4.442857
passed:15m_trend_bullish,373,154,219,41.286863,-454.183390,97.601631,551.785022,0.000000,-1.217650,68.572234,-6.584996,5.576408
passed:1m_ema_alignment_long,234,94,140,40.170940,-327.266784,18.113973,345.380758,0.000000,-1.398576,68.812015,-7.399142,5.465812
passed:1m_ema_alignment_short,168,73,95,43.452381,-105.659650,114.606483,220.266133,0.000000,-0.628926,79.420207,-5.798224,4.315476
passed:5m_confirmation_bearish,280,110,170,39.285714,-394.471727,-27.194955,367.276772,0.000000,-1.408828,79.676818,-12.227188,4.442857
passed:5m_confirmation_bullish,373,154,219,41.286863,-454.183390,97.601631,551.785022,0.000000,-1.217650,68.572234,-6.584996,5.576408
passed:atr_bps_in_range,653,264,389,40.428790,-848.655118,70.406676,919.061794,0.000000,-1.299625,73.333771,-9.004313,5.090352
passed:close_reclaim_long,373,154,219,41.286863,-454.183390,97.601631,551.785022,0.000000,-1.217650,68.572234,-6.584996,5.576408
passed:close_reclaim_short,280,110,170,39.285714,-394.471727,-27.194955,367.276772,0.000000,-1.408828,79.676818,-12.227188,4.442857
passed:confidence_ok,653,264,389,40.428790,-848.655118,70.406676,919.061794,0.000000,-1.299625,73.333771,-9.004313,5.090352
passed:direction_enabled,653,264,389,40.428790,-848.655118,70.406676,919.061794,0.000000,-1.299625,73.333771,-9.004313,5.090352
passed:expected_net_edge_ok,653,264,389,40.428790,-848.655118,70.406676,919.061794,0.000000,-1.299625,73.333771,-9.004313,5.090352
passed:expected_reward_ok,653,264,389,40.428790,-848.655118,70.406676,919.061794,0.000000,-1.299625,73.333771,-9.004313,5.090352
passed:pullback_near_ema21,646,263,383,40.712074,-809.548861,100.275931,909.824792,0.000000,-1.253172,73.303311,-8.563722,5.086687
passed:pullback_near_vwap,7,1,6,14.285714,-39.106257,-29.869254,9.237002,0.000000,-5.586608,76.144750,-49.664516,5.428571
passed:reward_risk_ok,653,264,389,40.428790,-848.655118,70.406676,919.061794,0.000000,-1.299625,73.333771,-9.004313,5.090352
passed:volume_ratio_ok,653,264,389,40.428790,-848.655118,70.406676,919.061794,0.000000,-1.299625,73.333771,-9.004313,5.090352
