key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
bearish,2,0,2,0.000000,-18.526110,-14.941824,3.584286,0.000000,-9.263055,151.983311,-63.068911,13.000000
bullish,6,1,5,16.666667,-28.691792,-17.053106,11.638686,0.000000,-4.781965,103.989392,-22.462336,5.666667
neutral,2,1,1,50.000000,2.321207,7.276817,4.955610,0.000000,1.160604,79.671393,0.363827,18.500000
