key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
passed:15m_trend_bearish,83,33,50,39.759036,-22.650973,74.800247,97.451220,0.000000,-0.272903,118.154940,-1.630180,4.759036
passed:15m_trend_bullish,37,11,26,29.729730,-105.350541,-55.776664,49.573877,0.000000,-2.847312,93.618822,-23.642096,7.891892
passed:1m_ema_alignment_long,37,11,26,29.729730,-105.350541,-55.776664,49.573877,0.000000,-2.847312,93.618822,-23.642096,7.891892
passed:1m_ema_alignment_short,83,33,50,39.759036,-22.650973,74.800247,97.451220,0.000000,-0.272903,118.154940,-1.630180,4.759036
passed:5m_confirmation_bearish,83,33,50,39.759036,-22.650973,74.800247,97.451220,0.000000,-0.272903,118.154940,-1.630180,4.759036
passed:5m_confirmation_bullish,37,11,26,29.729730,-105.350541,-55.776664,49.573877,0.000000,-2.847312,93.618822,-23.642096,7.891892
passed:atr_bps_in_range,120,44,76,36.666667,-128.001514,19.023584,147.025098,0.000000,-1.066679,110.589637,-8.417188,5.725000
passed:close_reclaim_long,37,11,26,29.729730,-105.350541,-55.776664,49.573877,0.000000,-2.847312,93.618822,-23.642096,7.891892
passed:close_reclaim_short,83,33,50,39.759036,-22.650973,74.800247,97.451220,0.000000,-0.272903,118.154940,-1.630180,4.759036
passed:confidence_ok,120,44,76,36.666667,-128.001514,19.023584,147.025098,0.000000,-1.066679,110.589637,-8.417188,5.725000
passed:direction_enabled,120,44,76,36.666667,-128.001514,19.023584,147.025098,0.000000,-1.066679,110.589637,-8.417188,5.725000
passed:expected_net_edge_ok,120,44,76,36.666667,-128.001514,19.023584,147.025098,0.000000,-1.066679,110.589637,-8.417188,5.725000
passed:expected_reward_ok,120,44,76,36.666667,-128.001514,19.023584,147.025098,0.000000,-1.066679,110.589637,-8.417188,5.725000
passed:pullback_near_ema21,118,44,74,37.288136,-110.385741,33.883597,144.269338,0.000000,-0.935472,110.970506,-7.466411,5.720339
passed:pullback_near_vwap,2,0,2,0.000000,-17.615773,-14.860014,2.755759,0.000000,-8.807887,88.118346,-64.513021,6.000000
passed:reward_risk_ok,120,44,76,36.666667,-128.001514,19.023584,147.025098,0.000000,-1.066679,110.589637,-8.417188,5.725000
passed:volume_ratio_ok,120,44,76,36.666667,-128.001514,19.023584,147.025098,0.000000,-1.066679,110.589637,-8.417188,5.725000
