trade_id,signal_id,symbol,strategy_id,regime,side,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,qty,gross_pnl,fee,slippage,net_pnl,reward_risk,bars_held,exit_reason,entry_reason,filters_passed,filters_failed,expected_edge_bps,actual_edge_bps
TRD-SIG-BT-00000112,SIG-BT-00000112,BTCUSDT,mean_revert_v1,bullish,long,1679606280000,1679606340000,28046.608200,27997.398199,28002.998799,28188.392217,0.13793581,-6.787821,3.092190,4.254137,-14.134149,3.251226,2,stop_loss,"mean_revert_v1 ext_atr=-3.25, wick=0.59, close_location=0.59, vol=4.20, atr_bps=15.6",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,37.552999,-36.535266
TRD-SIG-BT-00000113,SIG-BT-00000113,BTCUSDT,mean_revert_v1,neutral,long,1679647200000,1679647500000,28034.005680,27991.850341,27997.449831,28157.088403,0.16397094,-6.912251,3.674645,5.055056,-15.641951,3.366978,6,stop_loss,"mean_revert_v1 ext_atr=-3.37, wick=0.57, close_location=0.57, vol=6.23, atr_bps=13.0",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,30.904793,-34.028193
TRD-SIG-BT-00000114,SIG-BT-00000114,BTCUSDT,mean_revert_v1,neutral,long,1679647920000,1679648580000,27988.496580,28102.179985,27946.236030,28107.801546,0.14128150,16.061362,3.169830,2.375767,10.515765,2.823081,12,take_profit,"mean_revert_v1 ext_atr=-2.82, wick=0.55, close_location=0.93, vol=1.49, atr_bps=15.1",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,29.626429,26.593531
TRD-SIG-BT-00000115,SIG-BT-00000115,BTCUSDT,mean_revert_v1,neutral,long,1679650860000,1679651160000,28080.214920,28047.026404,28052.636931,28141.609610,0.21707195,-7.204296,4.873460,6.703529,-18.781284,2.226221,6,stop_loss,"mean_revert_v1 ext_atr=-2.23, wick=0.72, close_location=0.72, vol=1.49, atr_bps=9.8",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,8.864038,-30.812090
TRD-SIG-BT-00000116,SIG-BT-00000116,BTCUSDT,mean_revert_v1,neutral,long,1679651460000,1679652420000,28040.306940,28004.175284,28009.777239,28124.919323,0.19516194,-7.051524,4.375100,6.018230,-17.444855,2.771478,17,stop_loss,"mean_revert_v1 ext_atr=-2.77, wick=0.92, close_location=0.93, vol=2.19, atr_bps=10.9",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,17.175270,-31.877882
TRD-SIG-BT-00000117,SIG-BT-00000117,BTCUSDT,mean_revert_v1,neutral,long,1679662860000,1679662980000,27965.592000,27923.136198,27928.721942,28078.572063,0.16089122,-6.830766,3.596802,4.947994,-15.375561,3.064277,3,stop_loss,"mean_revert_v1 ext_atr=-3.06, wick=0.83, close_location=0.83, vol=1.39, atr_bps=13.2",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,27.399668,-34.172333
TRD-SIG-BT-00000118,SIG-BT-00000118,BTCUSDT,mean_revert_v1,neutral,long,1679665500000,1679665500000,27787.956480,27723.896632,27729.442520,27991.362022,0.10098454,-6.469054,2.242336,3.085475,-11.796865,3.476188,1,stop_loss,"mean_revert_v1 ext_atr=-3.48, wick=0.45, close_location=0.89, vol=1.79, atr_bps=21.1",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,60.199173,-42.039265
TRD-SIG-BT-00000119,SIG-BT-00000119,BTCUSDT,mean_revert_v1,neutral,long,1679666580000,1679667180000,27851.769240,28006.888501,27786.911304,28012.490999,0.09083406,14.090113,2.029548,1.520752,10.539813,2.478058,11,take_profit,"mean_revert_v1 ext_atr=-2.48, wick=0.59, close_location=0.83, vol=1.22, atr_bps=23.3",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,44.706122,41.661161
TRD-SIG-BT-00000120,SIG-BT-00000120,BTCUSDT,mean_revert_v1,neutral,long,1679669340000,1679669460000,28027.004280,27961.052279,27966.645609,28099.996347,0.09786696,-6.454522,2.191752,3.015918,-11.662192,1.209305,3,stop_loss,"mean_revert_v1 ext_atr=-1.21, wick=0.45, close_location=0.62, vol=1.24, atr_bps=21.5",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,13.043478,-42.517471
TRD-SIG-BT-00000121,SIG-BT-00000121,BTCUSDT,mean_revert_v1,neutral,long,1679673360000,1679673420000,28025.604000,27983.618004,27989.215847,28080.949534,0.16185560,-6.795669,3.626162,4.988352,-15.410183,1.520977,2,stop_loss,"mean_revert_v1 ext_atr=-1.52, wick=0.88, close_location=1.00, vol=1.06, atr_bps=13.0",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,6.748204,-33.972310
TRD-SIG-BT-00000122,SIG-BT-00000122,BTCUSDT,mean_revert_v1,neutral,long,1679679180000,1679679240000,27773.553600,27707.423189,27712.965782,27951.118334,0.09682658,-6.403181,2.148813,2.956859,-11.508854,2.930700,2,stop_loss,"mean_revert_v1 ext_atr=-2.93, wick=0.50, close_location=0.67, vol=1.31, atr_bps=21.8",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,50.933026,-42.796282
TRD-SIG-BT-00000123,SIG-BT-00000123,BTCUSDT,mean_revert_v1,bullish,long,1679869620000,1679869620000,28014.901860,27973.852311,27979.448200,28068.624161,0.16498290,-6.772474,3.694875,5.082823,-15.550172,1.515282,1,stop_loss,"mean_revert_v1 ext_atr=-1.52, wick=0.58, close_location=0.58, vol=1.27, atr_bps=12.7",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,6.176330,-33.643963
TRD-SIG-BT-00000124,SIG-BT-00000124,BTCUSDT,mean_revert_v1,bullish,long,1679873040000,1679873280000,28064.411760,28028.497259,28034.104080,28118.418543,0.19222595,-6.903699,4.313005,5.932798,-17.149502,1.781950,5,stop_loss,"mean_revert_v1 ext_atr=-1.78, wick=0.65, close_location=0.65, vol=1.50, atr_bps=10.8",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,6.243868,-31.789490
TRD-SIG-BT-00000125,SIG-BT-00000125,BTCUSDT,mean_revert_v1,neutral,long,1679924820000,1679924820000,27835.566000,27791.648678,27797.208120,27963.574622,0.15121269,-6.640856,3.364616,4.628671,-14.634144,3.337218,1,stop_loss,"mean_revert_v1 ext_atr=-3.34, wick=0.69, close_location=1.00, vol=1.29, atr_bps=13.8",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,32.987433,-34.767946
TRD-SIG-BT-00000126,SIG-BT-00000126,BTCUSDT,mean_revert_v1,bullish,long,1680073500000,1680073500000,28025.804040,27983.076746,27988.674481,28103.580669,0.15562391,-6.649388,3.486528,4.796304,-14.932220,2.094736,1,stop_loss,"mean_revert_v1 ext_atr=-2.09, wick=0.82, close_location=0.82, vol=1.91, atr_bps=13.3",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,14.751792,-34.236550
TRD-SIG-BT-00000127,SIG-BT-00000127,BTCUSDT,mean_revert_v1,bullish,short,1680110640000,1680111600000,28301.238620,28212.505679,28330.616334,28206.864306,0.19592568,17.385062,4.428998,3.323487,9.632577,3.212446,17,take_profit,"mean_revert_v1 ext_atr=3.21, wick=0.67, close_location=0.67, vol=1.78, atr_bps=10.4",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,20.346354,17.371834
TRD-SIG-BT-00000128,SIG-BT-00000128,BTCUSDT,mean_revert_v1,bullish,short,1680114900000,1680115320000,28274.244020,28302.635549,28296.976154,28199.543505,0.25383880,-7.206872,5.744563,7.896251,-20.847686,3.286120,8,stop_loss,"mean_revert_v1 ext_atr=3.29, wick=0.37, close_location=0.99, vol=1.24, atr_bps=8.0",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,13.419987,-29.047506
TRD-SIG-BT-00000129,SIG-BT-00000129,BTCUSDT,mean_revert_v1,neutral,short,1680139380000,1680139440000,28314.435980,28348.132480,28342.463987,28227.416863,0.20476040,-6.899709,4.640900,6.378823,-17.919431,3.104720,2,stop_loss,"mean_revert_v1 ext_atr=3.10, wick=0.65, close_location=0.65, vol=1.10, atr_bps=9.9",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,17.733128,-30.907960
TRD-SIG-BT-00000130,SIG-BT-00000130,BTCUSDT,mean_revert_v1,bullish,long,1680145920000,1680146160000,28272.953460,28447.899614,28163.295107,28453.590332,0.05209039,9.113014,1.181845,0.885473,7.045697,1.647270,5,take_profit,"mean_revert_v1 ext_atr=-1.65, wick=0.71, close_location=0.71, vol=3.61, atr_bps=38.8",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,50.890344,47.840437
TRD-SIG-BT-00000131,SIG-BT-00000131,BTCUSDT,mean_revert_v1,bullish,short,1680148560000,1680148560000,28447.809300,28493.981461,28488.283804,28325.700530,0.14139062,-6.528311,3.220414,4.425784,-14.174509,3.016931,1,stop_loss,"mean_revert_v1 ext_atr=3.02, wick=0.38, close_location=0.94, vol=1.37, atr_bps=14.2",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,29.923787,-35.240218
TRD-SIG-BT-00000132,SIG-BT-00000132,BTCUSDT,mean_revert_v1,neutral,short,1680186120000,1680186600000,28386.421580,28439.398765,28433.712023,28276.321659,0.12056249,-6.387061,2.740425,3.765849,-12.893335,2.328164,9,stop_loss,"mean_revert_v1 ext_atr=2.33, wick=0.59, close_location=0.59, vol=1.30, atr_bps=16.7",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,25.786122,-37.674059
TRD-SIG-BT-00000133,SIG-BT-00000133,BTCUSDT,mean_revert_v1,neutral,short,1680186960000,1680187020000,28343.530160,28394.573317,28388.895538,28275.001656,0.12525220,-6.393268,2.842629,3.906377,-13.142274,1.510590,2,stop_loss,"mean_revert_v1 ext_atr=1.51, wick=0.45, close_location=0.82, vol=1.56, atr_bps=16.0",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,11.177830,-37.019556
TRD-SIG-BT-00000134,SIG-BT-00000134,BTCUSDT,mean_revert_v1,neutral,long,1680193200000,1680193200000,28113.221520,28057.831006,28063.443695,28183.490293,0.11375347,-6.300863,2.555861,3.516514,-12.373238,1.411648,1,stop_loss,"mean_revert_v1 ext_atr=-1.41, wick=0.73, close_location=0.73, vol=5.20, atr_bps=17.7",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,11.994920,-38.690834
TRD-SIG-BT-00000135,SIG-BT-00000135,BTCUSDT,mean_revert_v1,neutral,long,1680197400000,1680197400000,28097.318340,28062.862279,28068.475974,28172.060255,0.19567883,-6.742322,4.395743,6.046507,-17.184572,2.591393,1,stop_loss,"mean_revert_v1 ext_atr=-2.59, wick=0.58, close_location=0.58, vol=2.49, atr_bps=10.3",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,13.601085,-31.255756
TRD-SIG-BT-00000136,SIG-BT-00000136,BTCUSDT,mean_revert_v1,neutral,short,1680224160000,1680224940000,28272.544360,28316.443169,28310.781013,28152.287599,0.14692875,-6.449997,3.325820,4.570744,-14.346561,3.145065,14,stop_loss,"mean_revert_v1 ext_atr=3.15, wick=0.58, close_location=0.58, vol=4.10, atr_bps=13.5",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,29.534821,-34.536326
TRD-SIG-BT-00000137,SIG-BT-00000137,BTCUSDT,mean_revert_v1,neutral,short,1680269100000,1680269460000,28275.543760,28324.447550,28318.783793,28174.080420,0.12942968,-6.329602,2.930288,4.026930,-13.286819,2.346514,7,stop_loss,"mean_revert_v1 ext_atr=2.35, wick=0.75, close_location=0.75, vol=2.23, atr_bps=15.3",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,22.883780,-36.305814
TRD-SIG-BT-00000138,SIG-BT-00000138,BTCUSDT,mean_revert_v1,neutral,short,1680269520000,1680269580000,28277.843300,28326.544653,28320.880477,28193.579881,0.12957666,-6.310558,2.933843,4.031825,-13.276226,1.957922,2,stop_loss,"mean_revert_v1 ext_atr=1.96, wick=0.83, close_location=0.86, vol=1.43, atr_bps=15.2",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,16.798390,-36.232775
TRD-SIG-BT-00000139,SIG-BT-00000139,BTCUSDT,mean_revert_v1,neutral,short,1680361560000,1680361680000,28295.039860,28330.516877,28324.851907,28235.404996,0.18639106,-6.612599,4.221799,5.802659,-16.637057,2.000361,3,stop_loss,"mean_revert_v1 ext_atr=2.00, wick=0.71, close_location=0.71, vol=1.38, atr_bps=10.5",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,8.076084,-31.545769
TRD-SIG-BT-00000140,SIG-BT-00000140,BTCUSDT,mean_revert_v1,neutral,short,1680509940000,1680509940000,28310.436780,28367.696959,28362.024554,28131.131447,0.10722974,-6.139994,2.431033,3.340521,-11.911547,3.475733,1,stop_loss,"mean_revert_v1 ext_atr=3.48, wick=0.65, close_location=0.65, vol=2.90, atr_bps=18.2",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,50.335417,-39.237955
TRD-SIG-BT-00000141,SIG-BT-00000141,BTCUSDT,mean_revert_v1,neutral,short,1680510840000,1680512580000,28377.023460,28321.463160,28430.790041,28227.652529,0.10255211,5.697826,2.325820,1.744935,1.627071,2.778137,30,time_exit,"mean_revert_v1 ext_atr=2.78, wick=0.66, close_location=0.84, vol=1.70, atr_bps=18.9",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,39.637984,5.591073
TRD-SIG-BT-00000142,SIG-BT-00000142,BTCUSDT,mean_revert_v1,neutral,short,1680513960000,1680513960000,28309.436980,28340.488232,28334.821267,28239.272403,0.21731226,-6.747818,4.924289,6.768536,-18.440643,2.764095,1,stop_loss,"mean_revert_v1 ext_atr=2.76, wick=0.88, close_location=0.97, vol=1.17, atr_bps=9.0",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,11.784872,-29.975097
TRD-SIG-BT-00000143,SIG-BT-00000143,BTCUSDT,mean_revert_v1,neutral,short,1680514560000,1680514620000,28299.838900,28332.771702,28327.106281,28238.105644,0.20129017,-6.629049,4.559835,6.267453,-17.456338,2.263997,2,stop_loss,"mean_revert_v1 ext_atr=2.26, wick=0.75, close_location=0.75, vol=1.64, atr_bps=9.6",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,8.813996,-30.644081
TRD-SIG-BT-00000144,SIG-BT-00000144,BTCUSDT,mean_revert_v1,bearish,long,1680536220000,1680536640000,28051.009080,28020.850792,28026.456083,28111.244218,0.22247676,-6.709518,4.989874,6.863425,-18.562818,2.453270,8,stop_loss,"mean_revert_v1 ext_atr=-2.45, wick=0.77, close_location=0.77, vol=1.06, atr_bps=8.8",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,8.473430,-29.744780
TRD-SIG-BT-00000145,SIG-BT-00000145,BTCUSDT,mean_revert_v1,neutral,short,1680547080000,1680547260000,28181.962480,28126.446533,28221.871688,28120.822369,0.13617477,7.559871,3.067114,2.301092,2.191666,1.531980,4,take_profit,"mean_revert_v1 ext_atr=1.53, wick=0.70, close_location=0.94, vol=1.29, atr_bps=14.2",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,8.694767,5.710925
TRD-SIG-BT-00000146,SIG-BT-00000146,BTCUSDT,mean_revert_v1,neutral,short,1680603540000,1680603660000,28280.342800,28323.115961,28317.452470,28185.033345,0.14653632,-6.267822,3.317785,4.559761,-14.145367,2.568319,3,stop_loss,"mean_revert_v1 ext_atr=2.57, wick=0.80, close_location=0.97, vol=1.46, atr_bps=13.1",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,20.701662,-34.133771
TRD-SIG-BT-00000147,SIG-BT-00000147,BTCUSDT,mean_revert_v1,neutral,short,1680606660000,1680606660000,28315.435780,28359.670072,28353.999272,28209.314857,0.14046177,-6.213227,3.184274,4.376202,-13.773704,2.751849,1,stop_loss,"mean_revert_v1 ext_atr=2.75, wick=0.63, close_location=0.94, vol=2.07, atr_bps=13.6",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,24.478118,-34.631344
TRD-SIG-BT-00000148,SIG-BT-00000148,BTCUSDT,mean_revert_v1,neutral,short,1680609360000,1680609780000,28279.442980,28313.216669,28307.555158,28207.407999,0.19194656,-6.482744,4.345107,5.972252,-16.800103,2.562412,8,stop_loss,"mean_revert_v1 ext_atr=2.56, wick=0.48, close_location=0.63, vol=1.40, atr_bps=9.9",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,12.472560,-30.950007
TRD-SIG-BT-00000149,SIG-BT-00000149,BTCUSDT,mean_revert_v1,neutral,short,1680610860000,1680610920000,28284.142040,28313.281629,28307.620105,28207.162522,0.22875974,-6.665965,5.178885,7.118633,-18.963482,3.278785,2,stop_loss,"mean_revert_v1 ext_atr=3.28, wick=0.76, close_location=0.76, vol=1.20, atr_bps=8.3",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,14.216494,-29.308629
TRD-SIG-BT-00000150,SIG-BT-00000150,BTCUSDT,mean_revert_v1,bullish,long,1680616800000,1680616860000,28105.720020,28159.948632,28063.707939,28165.581749,0.12716320,6.895884,2.861969,2.145787,1.888127,1.424869,2,take_profit,"mean_revert_v1 ext_atr=-1.42, wick=0.60, close_location=0.60, vol=1.14, atr_bps=15.0",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,8.298771,5.282933
TRD-SIG-BT-00000151,SIG-BT-00000151,BTCUSDT,mean_revert_v1,bullish,long,1680620640000,1680620940000,28099.618800,28069.123218,28074.738166,28156.520077,0.21483467,-6.551508,4.826797,6.639139,-18.017444,2.286970,6,stop_loss,"mean_revert_v1 ext_atr=-2.29, wick=0.88, close_location=0.88, vol=2.80, atr_bps=8.9",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,7.249839,-29.846156
TRD-SIG-BT-00000152,SIG-BT-00000152,BTCUSDT,mean_revert_v1,bullish,long,1680621060000,1680621060000,28074.413760,28043.041817,28048.651547,28144.876851,0.20643400,-6.476236,4.633820,6.373769,-17.483825,2.735133,1,stop_loss,"mean_revert_v1 ext_atr=-2.74, wick=0.93, close_location=0.93, vol=2.37, atr_bps=9.2",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,12.098686,-30.167863
TRD-SIG-BT-00000153,SIG-BT-00000153,BTCUSDT,mean_revert_v1,neutral,short,1680654420000,1680654600000,28217.355400,28246.219336,28240.571221,28159.909949,0.22794675,-6.579440,5.148275,7.076575,-18.804291,2.474410,4,stop_loss,"mean_revert_v1 ext_atr=2.47, wick=0.79, close_location=0.79, vol=1.12, atr_bps=8.2",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,7.358198,-29.235280
TRD-SIG-BT-00000154,SIG-BT-00000154,BTCUSDT,mean_revert_v1,bullish,short,1680701640000,1680701760000,28398.819100,28325.960141,28432.754359,28320.296082,0.15511196,11.301296,3.519477,2.640738,5.141081,2.313907,3,take_profit,"mean_revert_v1 ext_atr=2.31, wick=0.44, close_location=0.74, vol=3.67, atr_bps=11.9",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,14.650100,11.671022
TRD-SIG-BT-00000155,SIG-BT-00000155,BTCUSDT,mean_revert_v1,neutral,long,1680703980000,1680705060000,28132.725420,28220.157014,28084.816343,28225.802175,0.11003084,9.620172,2.480222,1.859205,5.280745,1.942779,19,take_profit,"mean_revert_v1 ext_atr=-1.94, wick=0.63, close_location=0.64, vol=2.58, atr_bps=17.0",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,20.084869,17.059604
TRD-SIG-BT-00000156,SIG-BT-00000156,BTCUSDT,mean_revert_v1,neutral,long,1680706920000,1680706920000,28035.606000,27992.913075,27998.512778,28145.817743,0.14232781,-6.076391,3.189767,4.388056,-13.654213,2.971210,1,stop_loss,"mean_revert_v1 ext_atr=-2.97, wick=0.39, close_location=0.87, vol=2.08, atr_bps=13.2",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,26.311347,-34.218971
TRD-SIG-BT-00000157,SIG-BT-00000157,BTCUSDT,mean_revert_v1,neutral,long,1680710520000,1680710760000,28014.001680,27976.476384,27982.072799,28112.395543,0.16470718,-6.180686,3.688813,5.074282,-14.943781,3.081657,5,stop_loss,"mean_revert_v1 ext_atr=-3.08, wick=0.46, close_location=0.94, vol=2.00, atr_bps=11.4",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,22.123102,-32.387155
TRD-SIG-BT-00000158,SIG-BT-00000158,BTCUSDT,mean_revert_v1,neutral,long,1680712920000,1680712980000,27972.893460,27933.674899,27939.262752,28057.055663,0.15570592,-6.106562,3.481993,4.789878,-14.378433,2.502540,2,stop_loss,"mean_revert_v1 ext_atr=-2.50, wick=0.96, close_location=0.96, vol=1.14, atr_bps=12.0",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,17.087057,-33.011789
TRD-SIG-BT-00000159,SIG-BT-00000159,BTCUSDT,mean_revert_v1,neutral,long,1680714840000,1680715860000,27984.295740,28064.100784,27959.418620,28069.714726,0.20962766,16.729345,4.699718,3.523116,8.506511,3.433636,18,take_profit,"mean_revert_v1 ext_atr=-3.43, wick=0.74, close_location=0.74, vol=1.25, atr_bps=8.9",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,17.523901,14.500684
TRD-SIG-BT-00000160,SIG-BT-00000160,BTCUSDT,mean_revert_v1,bearish,long,1680784320000,1680784320000,27979.694820,27940.420396,27946.009598,28058.220153,0.15519246,-6.095094,3.471352,4.775242,-14.341688,2.331151,1,stop_loss,"mean_revert_v1 ext_atr=-2.33, wick=0.63, close_location=0.95, vol=2.41, atr_bps=12.0",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,15.065114,-33.028337
TRD-SIG-BT-00000161,SIG-BT-00000161,BTCUSDT,mean_revert_v1,bearish,long,1680870780000,1680870780000,27934.085700,27894.645077,27900.225122,28026.765457,0.15375342,-6.064131,3.433543,4.723244,-14.220919,2.737099,1,stop_loss,"mean_revert_v1 ext_atr=-2.74, wick=0.66, close_location=0.66, vol=2.10, atr_bps=12.1",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,20.178017,-33.110703
TRD-SIG-BT-00000162,SIG-BT-00000162,BTCUSDT,mean_revert_v1,neutral,short,1681067940000,1681067940000,28166.565560,28208.674984,28203.034377,28100.334182,0.14217210,-5.986785,3.205995,4.406147,-13.598927,1.816110,1,stop_loss,"mean_revert_v1 ext_atr=1.82, wick=0.39, close_location=0.91, vol=2.16, atr_bps=12.9",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,10.514183,-33.959115
TRD-SIG-BT-00000163,SIG-BT-00000163,BTCUSDT,mean_revert_v1,neutral,long,1681069140000,1681070880000,28107.620400,28104.477980,28073.068992,28163.292898,0.14947148,-0.469702,3.360842,2.520679,-6.351223,1.611295,30,time_exit,"mean_revert_v1 ext_atr=-1.61, wick=0.50, close_location=0.78, vol=1.19, atr_bps=12.3",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,6.806905,-15.117325
TRD-SIG-BT-00000164,SIG-BT-00000164,BTCUSDT,mean_revert_v1,neutral,short,1681892040000,1681892040000,29382.822260,29500.983772,29495.084755,29005.953778,0.04591848,-5.425797,1.081542,1.485221,-7.992560,3.357029,1,stop_loss,"mean_revert_v1 ext_atr=3.36, wick=0.36, close_location=0.94, vol=1.66, atr_bps=38.2",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,115.261499,-59.238614
TRD-SIG-BT-00000165,SIG-BT-00000165,BTCUSDT,mean_revert_v1,neutral,short,1681892640000,1681892760000,29134.072020,29272.937890,29267.084473,28854.186285,0.03866506,-5.369257,0.903324,1.240191,-7.512773,2.104207,3,stop_loss,"mean_revert_v1 ext_atr=2.10, wick=0.62, close_location=0.62, vol=1.01, atr_bps=45.6",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,83.068183,-66.693019
TRD-SIG-BT-00000166,SIG-BT-00000166,BTCUSDT,mean_revert_v1,bearish,short,1681946880000,1681947780000,28693.260200,28767.417557,28761.665224,28494.938486,0.07501884,-5.563199,1.724253,2.368901,-9.656353,2.899227,16,stop_loss,"mean_revert_v1 ext_atr=2.90, wick=0.50, close_location=0.65, vol=1.39, atr_bps=23.8",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,56.117874,-44.860376
TRD-SIG-BT-00000167,SIG-BT-00000167,BTCUSDT,mean_revert_v1,bearish,short,1682006520000,1682006580000,28463.406180,28370.186688,28506.466988,28364.513785,0.11883615,11.077846,2.701554,2.027274,6.349018,2.296575,2,take_profit,"mean_revert_v1 ext_atr=2.30, wick=0.41, close_location=0.57, vol=1.27, atr_bps=15.1",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,21.743697,18.770294
TRD-SIG-BT-00000168,SIG-BT-00000168,BTCUSDT,mean_revert_v1,bearish,short,1682010480000,1682010660000,28376.323600,28424.483134,28418.799374,28313.672339,0.12069713,-5.812718,2.742278,3.768597,-12.323593,1.474988,4,stop_loss,"mean_revert_v1 ext_atr=1.47, wick=0.42, close_location=0.88, vol=1.04, atr_bps=15.0",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,9.078710,-35.981914
TRD-SIG-BT-00000169,SIG-BT-00000169,BTCUSDT,mean_revert_v1,bearish,short,1682016420000,1682017020000,28320.434780,28363.267695,28357.596176,28251.619603,0.13746036,-5.887828,3.116705,4.283408,-13.287941,1.851792,11,stop_loss,"mean_revert_v1 ext_atr=1.85, wick=0.70, close_location=0.70, vol=1.80, atr_bps=13.1",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,11.298771,-34.133459
TRD-SIG-BT-00000170,SIG-BT-00000170,BTCUSDT,mean_revert_v1,bearish,short,1682023140000,1682023920000,28251.948480,28193.663953,28287.138177,28188.026348,0.14459593,8.427705,3.264722,2.449385,2.713598,1.816501,14,take_profit,"mean_revert_v1 ext_atr=1.82, wick=0.41, close_location=0.77, vol=1.05, atr_bps=12.5",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,9.625743,6.642645
TRD-SIG-BT-00000171,SIG-BT-00000171,BTCUSDT,mean_revert_v1,bearish,short,1682025540000,1682025960000,28255.047860,28200.138167,28278.585919,28194.499267,0.21634568,11.879475,4.885534,3.665339,3.328601,2.572370,8,take_profit,"mean_revert_v1 ext_atr=2.57, wick=0.64, close_location=0.64, vol=1.16, atr_bps=8.3",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,8.429301,5.445246
TRD-SIG-BT-00000172,SIG-BT-00000172,BTCUSDT,mean_revert_v1,bearish,short,1682038020000,1682038080000,28285.641740,28325.386792,28319.722847,28199.521947,0.14956527,-5.944480,3.386818,4.654793,-13.986091,2.526907,2,stop_loss,"mean_revert_v1 ext_atr=2.53, wick=0.87, close_location=0.87, vol=1.16, atr_bps=12.0",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,17.446470,-33.059747
TRD-SIG-BT-00000173,SIG-BT-00000173,BTCUSDT,mean_revert_v1,neutral,short,1682084100000,1682084100000,28267.645340,28297.209558,28291.551248,28187.562486,0.21234797,-6.277902,4.804573,6.604090,-17.686565,3.349919,1,stop_loss,"mean_revert_v1 ext_atr=3.35, wick=0.70, close_location=0.70, vol=2.85, atr_bps=8.5",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,15.330217,-29.464952
TRD-SIG-BT-00000174,SIG-BT-00000174,BTCUSDT,mean_revert_v1,neutral,long,1682085120000,1682085360000,28139.026680,28101.622154,28107.243603,28207.831430,0.15888459,-5.943003,3.574309,4.916755,-14.434066,2.164823,5,stop_loss,"mean_revert_v1 ext_atr=-2.16, wick=0.63, close_location=0.67, vol=2.49, atr_bps=11.3",extension_ok|rejection_ok|trend_block_ok|expected_edge_ok,,11.451717,-32.284782
