bucket,trades,wins,losses,win_rate,avg_expected_edge_bps,avg_actual_edge_bps,avg_edge_realization_bps,avg_total_cost_bps,avg_net_pnl_bps,net_pnl
edge_lt_0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
edge_0_5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
edge_5_10,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
edge_10_15,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
edge_15_20,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
edge_20_30,430,85,345,19.767442,25.402302,-22.025982,-47.428285,18.009218,-22.025982,-2553.442649
edge_30_50,429,83,346,19.347319,37.906764,-23.123399,-61.030164,18.029578,-23.123399,-2226.959825
edge_gte_50,29,6,23,20.689655,51.701671,-22.955885,-74.657556,17.962521,-22.955885,-91.940162
