trade_id,signal_id,symbol,strategy_id,regime,side,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,qty,gross_pnl,fee,slippage,net_pnl,reward_risk,bars_held,exit_reason,entry_reason,filters_passed,filters_failed,expected_edge_bps,actual_edge_bps
TRD-SIG-BT-0000000B,SIG-BT-0000000B,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1655087100000,1655087220000,25523.494280,25641.122180,25635.994981,25282.655029,0.10721571,-12.611559,2.194260,3.012693,-17.818512,2.140780,3,stop_loss,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,81.359827,-65.113777
TRD-SIG-BT-0000000C,SIG-BT-0000000C,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1655170440000,1655171700000,21267.645620,20946.795370,21425.649884,20942.606849,0.07605678,24.402838,1.284278,0.965650,22.152911,2.057152,22,take_profit,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,139.832512,136.953591
TRD-SIG-BT-0000000D,SIG-BT-0000000D,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1655376360000,1655376780000,20933.712420,21002.504766,20998.305105,20794.122038,0.18690473,-12.857615,3.135231,4.306442,-20.299288,2.161087,8,stop_loss,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,53.682096,-51.881707
TRD-SIG-BT-0000000E,SIG-BT-0000000E,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1655395860000,1655396220000,20970.505060,20831.317885,21030.364928,20827.152455,0.20083456,27.953595,3.358100,2.521372,22.074123,2.394803,7,take_profit,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,55.359157,52.412650
TRD-SIG-BT-0000000F,SIG-BT-0000000F,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1655924340000,1655924640000,20200.359120,20242.787869,20238.740120,20117.423093,0.31466390,-13.350796,5.090399,6.994626,-25.435821,2.160862,6,stop_loss,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,28.056709,-40.016559
TRD-SIG-BT-00000010,SIG-BT-00000010,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1656577740000,1656579540000,19315.736080,19217.102062,19357.266021,19213.259411,0.28927385,28.532242,4.458617,3.346817,20.726808,2.467537,31,take_profit,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,40.053463,37.094710
TRD-SIG-BT-00000011,SIG-BT-00000011,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1658795220000,1658798760000,21095.480060,21033.505860,21160.742172,20946.401793,0.18487515,11.457490,3.115441,2.337727,6.004322,2.284300,60,time_exit,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,57.668345,15.395577
TRD-SIG-BT-00000012,SIG-BT-00000012,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1659305460000,1659306060000,23502.798500,23407.771874,23546.378987,23403.091255,0.27719639,26.341038,5.201376,3.903668,17.235994,2.287887,11,take_profit,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,29.423563,26.456305
TRD-SIG-BT-00000013,SIG-BT-00000013,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1660731540000,1660732380000,23743.550340,23780.883829,23776.128603,23677.567585,0.37213290,-13.893020,7.074162,9.722110,-30.689292,2.025361,15,stop_loss,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,14.789759,-34.733068
TRD-SIG-BT-00000014,SIG-BT-00000014,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1661537520000,1661537520000,20611.376900,20640.591524,20636.464231,20522.486348,0.48019139,-14.028611,7.923536,10.889952,-32.842099,3.543245,1,stop_loss,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,30.126935,-33.182532
TRD-SIG-BT-00000015,SIG-BT-00000015,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1666199640000,1666199640000,19121.075020,19144.647209,19140.819045,19068.209596,0.60598662,-14.284431,9.275406,12.748684,-36.308521,2.677540,1,stop_loss,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,14.647726,-31.335254
TRD-SIG-BT-00000016,SIG-BT-00000016,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1666289820000,1666289940000,19041.091020,19065.024653,19061.212411,18989.493135,0.59011050,-14.123488,8.994728,12.362807,-35.481023,2.564330,3,stop_loss,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,14.098177,-31.577007
TRD-SIG-BT-00000017,SIG-BT-00000017,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1666942680000,1666943160000,20166.065980,20113.871428,20191.969846,20109.849458,0.45495685,23.746269,7.330253,5.500066,10.915950,2.170198,9,take_profit,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,14.876791,11.897895
TRD-SIG-BT-00000018,SIG-BT-00000018,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1667999760000,1668000000000,17390.121280,17508.543182,17505.042174,17159.351241,0.10278750,-12.172291,1.434859,1.968670,-15.575820,2.008077,5,stop_loss,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,119.701799,-87.138082
TRD-SIG-BT-00000019,SIG-BT-00000019,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1668076860000,1668077700000,16492.600820,16359.199487,16536.641401,16355.928301,0.26733280,35.662552,3.512945,2.638277,29.511329,3.103331,15,take_profit,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,69.868991,66.934093
TRD-SIG-BT-0000001A,SIG-BT-0000001A,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1668229680000,1668230100000,16744.550420,16670.100576,16776.639406,16666.767222,0.36920051,27.486921,4.934683,3.703762,18.848477,2.423984,8,take_profit,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,33.452843,30.488809
TRD-SIG-BT-0000001B,SIG-BT-0000001B,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1675697340000,1675697820000,22763.946300,22797.770280,22793.211637,22704.287417,0.40643274,-13.747173,7.407109,10.179963,-31.334245,2.038551,9,stop_loss,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,13.207619,-33.867489
TRD-SIG-BT-0000001C,SIG-BT-0000001C,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1677075480000,1677076260000,23976.303780,24021.206472,24016.403192,23886.736726,0.29466905,-13.231434,5.657352,7.774228,-26.663014,2.233625,14,stop_loss,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,24.356490,-37.739182
TRD-SIG-BT-0000001D,SIG-BT-0000001D,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1678444500000,1678444800000,19799.939220,19714.839923,19844.029246,19710.897744,0.26648653,22.677816,4.212063,3.161316,15.304438,2.019538,6,take_profit,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,31.970581,29.005361
TRD-SIG-BT-0000001E,SIG-BT-0000001E,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1682103180000,1682103720000,27814.635960,27737.716199,27846.008571,27732.169765,0.37573090,28.901131,8.349094,6.264712,14.287325,2.628605,10,take_profit,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,16.648490,13.671011
TRD-SIG-BT-0000001F,SIG-BT-0000001F,BTCUSDT,vwap_reclaim_short_v2,bearish,short,1683647940000,1683648900000,27400.418820,27450.612063,27445.123038,27304.982615,0.26448013,-13.275115,5.802803,7.974208,-27.052126,2.134837,17,stop_loss,vwap_reclaim_short_v2_range_breakdown_retest,screening_bearish|confirmation_bearish|entry_ema_alignment_short|anchor_range_quality_ok|breakdown_close_depth_ok|breakdown_volume_ok|retest_hold_ok|current_body_ok|upper_wick_rejection_ok|structure_stop_ok|below_vwap|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|confidence_ok,,21.830199,-37.329412
