key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
stop_loss,61,0,61,0.000000,-519.345732,-453.956252,65.389480,0.000000,-8.513864,153.545714,-84.353837,4.459016
take_profit,31,31,0,100.000000,473.824884,506.095034,32.270150,0.000000,15.284674,155.629391,155.695278,8.419355
time_exit,2,1,1,50.000000,5.609557,7.443824,1.834267,0.000000,2.804779,188.337090,17.885646,36.000000
