key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
passed:15m_trend_bearish,934,249,685,26.659529,-1284.830316,217.602408,1502.432724,0.000000,-1.375621,81.119218,-7.029299,7.400428
passed:15m_trend_bullish,1414,381,1033,26.944837,-2671.060922,166.439308,2837.500229,0.000000,-1.889011,59.912420,-9.162679,7.365629
passed:1m_ema_alignment_long,1414,381,1033,26.944837,-2671.060922,166.439308,2837.500229,0.000000,-1.889011,59.912420,-9.162679,7.365629
passed:1m_ema_alignment_short,934,249,685,26.659529,-1284.830316,217.602408,1502.432724,0.000000,-1.375621,81.119218,-7.029299,7.400428
passed:5m_confirmation_bearish,934,249,685,26.659529,-1284.830316,217.602408,1502.432724,0.000000,-1.375621,81.119218,-7.029299,7.400428
passed:5m_confirmation_bullish,1414,381,1033,26.944837,-2671.060922,166.439308,2837.500229,0.000000,-1.889011,59.912420,-9.162679,7.365629
passed:atr_bps_in_range,2348,630,1718,26.831346,-3955.891238,384.041716,4339.932954,0.000000,-1.684792,68.348173,-8.314052,7.379472
passed:close_reclaim_long,1414,381,1033,26.944837,-2671.060922,166.439308,2837.500229,0.000000,-1.889011,59.912420,-9.162679,7.365629
passed:close_reclaim_short,934,249,685,26.659529,-1284.830316,217.602408,1502.432724,0.000000,-1.375621,81.119218,-7.029299,7.400428
passed:confidence_ok,2348,630,1718,26.831346,-3955.891238,384.041716,4339.932954,0.000000,-1.684792,68.348173,-8.314052,7.379472
passed:direction_enabled,2348,630,1718,26.831346,-3955.891238,384.041716,4339.932954,0.000000,-1.684792,68.348173,-8.314052,7.379472
passed:expected_net_edge_ok,2348,630,1718,26.831346,-3955.891238,384.041716,4339.932954,0.000000,-1.684792,68.348173,-8.314052,7.379472
passed:expected_reward_ok,2348,630,1718,26.831346,-3955.891238,384.041716,4339.932954,0.000000,-1.684792,68.348173,-8.314052,7.379472
passed:pullback_near_ema21,2325,625,1700,26.881720,-3917.732423,392.198803,4309.931226,0.000000,-1.685046,68.313898,-8.198099,7.390108
passed:pullback_near_vwap,23,5,18,21.739130,-38.158815,-8.157087,30.001728,0.000000,-1.659079,71.812965,-20.035338,6.304348
passed:reward_risk_ok,2348,630,1718,26.831346,-3955.891238,384.041716,4339.932954,0.000000,-1.684792,68.348173,-8.314052,7.379472
passed:volume_ratio_ok,2348,630,1718,26.831346,-3955.891238,384.041716,4339.932954,0.000000,-1.684792,68.348173,-8.314052,7.379472
