key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
passed:atr_bps_in_range,305,87,218,28.524590,-1241.660480,-24.941742,1216.718737,0.000000,-4.071018,38.416499,-9.292509,5.701639
passed:bearish_retest_hold,305,87,218,28.524590,-1241.660480,-24.941742,1216.718737,0.000000,-4.071018,38.416499,-9.292509,5.701639
passed:below_vwap,305,87,218,28.524590,-1241.660480,-24.941742,1216.718737,0.000000,-4.071018,38.416499,-9.292509,5.701639
passed:confidence_ok,305,87,218,28.524590,-1241.660480,-24.941742,1216.718737,0.000000,-4.071018,38.416499,-9.292509,5.701639
passed:confirmation_bearish,305,87,218,28.524590,-1241.660480,-24.941742,1216.718737,0.000000,-4.071018,38.416499,-9.292509,5.701639
passed:entry_ema_alignment_short,305,87,218,28.524590,-1241.660480,-24.941742,1216.718737,0.000000,-4.071018,38.416499,-9.292509,5.701639
passed:expected_net_edge_ok,305,87,218,28.524590,-1241.660480,-24.941742,1216.718737,0.000000,-4.071018,38.416499,-9.292509,5.701639
passed:expected_reward_ok,305,87,218,28.524590,-1241.660480,-24.941742,1216.718737,0.000000,-4.071018,38.416499,-9.292509,5.701639
passed:lookback_range_low_breakdown,305,87,218,28.524590,-1241.660480,-24.941742,1216.718737,0.000000,-4.071018,38.416499,-9.292509,5.701639
passed:reward_risk_ok,305,87,218,28.524590,-1241.660480,-24.941742,1216.718737,0.000000,-4.071018,38.416499,-9.292509,5.701639
passed:screening_bearish,305,87,218,28.524590,-1241.660480,-24.941742,1216.718737,0.000000,-4.071018,38.416499,-9.292509,5.701639
passed:volume_ratio_ok,305,87,218,28.524590,-1241.660480,-24.941742,1216.718737,0.000000,-4.071018,38.416499,-9.292509,5.701639
