stage,entry_geometry_mode,reason,count,unique_signals,avg_equity,avg_drawdown_pct,avg_daily_realized_pnl,avg_expected_reward_bps,avg_expected_cost_bps,avg_expected_net_edge_bps,min_expected_net_edge_bps,max_expected_net_edge_bps
initial_risk,reanchor_to_actual_entry,daily_loss_limit_reached,11295,11295,116.289176,97.674216,-3.641233,18.072015,10.000000,8.072015,-2.495958,115.064345
initial_risk,reanchor_to_actual_entry,expected_net_edge_not_positive,4433,4433,38.069031,99.238619,-0.543275,8.818411,10.000000,-1.181589,-2.498914,-0.002454
