trade_id,signal_id,month,symbol,strategy_id,regime,side,entry_time,exit_time,duration_ms,entry_price,exit_price,stop_loss,take_profit,qty,gross_pnl,fee,slippage,total_cost,net_pnl,reward_risk,bars_held,exit_reason,expected_edge_bps,actual_edge_bps,edge_realization_bps,fee_bps,slippage_bps,total_cost_bps,net_pnl_bps,filters_passed,filters_failed,entry_reason
TRD-SIG-BT-00000001,SIG-BT-00000001,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1578450900000,1578452100000,1200000,8366.110000,8318.067307,8318.067307,8438.174039,0.156111,-7.500000,1.302293,0.000000,1.302293,-8.802293,1.500000,5,stop_loss,76.138049,-67.396653,-143.534702,9.971287,0.000000,9.971287,-67.396653,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000002,SIG-BT-00000002,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1578684900000,1578692400000,7500000,8054.390000,8128.313998,8005.107335,8128.313998,0.151915,11.230195,1.229201,0.000000,1.229201,10.000994,1.500000,26,take_profit,81.781001,81.735111,-0.045891,10.045891,0.000000,10.045891,81.735111,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000003,SIG-BT-00000003,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1578707700000,1578708000000,300000,8219.730000,8190.981435,8190.981435,8262.852847,0.260945,-7.501798,2.141148,0.000000,2.141148,-9.642946,1.500000,2,stop_loss,42.462608,-44.957585,-87.420193,9.982512,0.000000,9.982512,-44.957585,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000004,SIG-BT-00000004,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1579054200000,1579057500000,3300000,8826.480000,8788.522199,8788.522199,8883.416702,0.197254,-7.487334,1.737316,0.000000,1.737316,-9.224650,1.500000,12,stop_loss,54.506691,-52.982959,-107.489650,9.978498,0.000000,9.978498,-52.982959,15m_trend_bullish|5m_confirmation_bullish|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000005,SIG-BT-00000005,2020-01,BTCUSDT,ema_trend_pullback_v1,bullish,long,1579097700000,1579101600000,3900000,8839.590000,8798.829195,8798.829195,8900.731207,0.183350,-7.473497,1.617003,0.000000,1.617003,-9.090499,1.500000,14,stop_loss,59.167469,-56.088590,-115.256060,9.976944,0.000000,9.976944,-56.088590,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bullish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000006,SIG-BT-00000006,2020-02,BTCUSDT,ema_trend_pullback_v1,bearish,short,1581939300000,1581939600000,300000,9670.010000,9612.469617,9708.370256,9612.469617,0.194468,11.189791,1.874917,0.000000,1.874917,9.314874,1.500000,2,take_profit,49.503954,49.533706,0.029752,9.970248,0.000000,9.970248,49.533706,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bearish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000007,SIG-BT-00000007,2020-02,BTCUSDT,ema_trend_pullback_v1,bearish,short,1582218900000,1582219500000,600000,9579.850000,9509.768463,9626.571025,9509.768463,0.159967,11.210750,1.526857,0.000000,1.526857,9.683893,1.500000,3,take_profit,63.155151,63.191728,0.036578,9.963422,0.000000,9.963422,63.191728,15m_trend_bearish|5m_confirmation_bearish|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bearish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000008,SIG-BT-00000008,2020-03,BTCUSDT,ema_trend_pullback_v1,bearish,short,1583756400000,1583756700000,300000,7803.930000,7846.583816,7846.583816,7739.949275,0.175561,-7.488359,1.373812,0.000000,1.373812,-8.862171,1.500000,2,stop_loss,71.985262,-64.684170,-136.669432,10.027328,0.000000,10.027328,-64.684170,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bearish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-00000009,SIG-BT-00000009,2020-03,BTCUSDT,ema_trend_pullback_v1,bearish,short,1583762400000,1583765400000,3000000,7807.870000,7737.973815,7854.467457,7737.973815,0.160418,11.212599,1.246916,0.000000,1.246916,9.965683,1.500000,11,take_profit,79.520170,79.564930,0.044760,9.955240,0.000000,9.955240,79.564930,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bearish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-0000000A,SIG-BT-0000000A,2020-03,BTCUSDT,ema_trend_pullback_v1,bearish,short,1583766900000,1583768400000,1500000,7720.560000,7654.190207,7764.806529,7654.190207,0.169279,11.235021,1.301312,0.000000,1.301312,9.933709,1.500000,6,take_profit,75.964999,76.007982,0.042982,9.957018,0.000000,9.957018,76.007982,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bearish_pullback_near_ema21_close_reclaim
TRD-SIG-BT-0000000B,SIG-BT-0000000B,2020-03,BTCUSDT,ema_trend_pullback_v1,bearish,short,1583943300000,1583944200000,900000,7767.320000,7798.109364,7798.109364,7721.135954,0.243750,-7.504915,1.897039,0.000000,1.897039,-9.401953,1.500000,4,stop_loss,49.459435,-49.659443,-99.118879,10.019820,0.000000,10.019820,-49.659443,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,etp_bearish_pullback_near_ema21_close_reclaim
