key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
passed:15m_trend_bearish,306,119,187,38.888889,-461.326673,-45.268944,416.057729,0.000000,-1.507604,74.158495,-12.586852,4.549020
passed:15m_trend_bullish,237,87,150,36.708861,-534.113780,-144.650083,389.463697,0.000000,-2.253645,55.648902,-14.643282,5.856540
passed:1m_ema_alignment_long,170,65,105,38.235294,-338.005192,-60.821443,277.183749,0.000000,-1.988266,56.427735,-13.277120,5.888235
passed:1m_ema_alignment_short,204,82,122,40.196078,-262.080437,16.190341,278.270779,0.000000,-1.284708,75.165141,-11.500988,4.544118
passed:5m_confirmation_bearish,306,119,187,38.888889,-461.326673,-45.268944,416.057729,0.000000,-1.507604,74.158495,-12.586852,4.549020
passed:5m_confirmation_bullish,237,87,150,36.708861,-534.113780,-144.650083,389.463697,0.000000,-2.253645,55.648902,-14.643282,5.856540
passed:atr_bps_in_range,543,206,337,37.937385,-995.440453,-189.919027,805.521425,0.000000,-1.833224,66.079722,-13.484410,5.119705
passed:close_reclaim_long,237,87,150,36.708861,-534.113780,-144.650083,389.463697,0.000000,-2.253645,55.648902,-14.643282,5.856540
passed:close_reclaim_short,306,119,187,38.888889,-461.326673,-45.268944,416.057729,0.000000,-1.507604,74.158495,-12.586852,4.549020
passed:confidence_ok,543,206,337,37.937385,-995.440453,-189.919027,805.521425,0.000000,-1.833224,66.079722,-13.484410,5.119705
passed:direction_enabled,543,206,337,37.937385,-995.440453,-189.919027,805.521425,0.000000,-1.833224,66.079722,-13.484410,5.119705
passed:expected_net_edge_ok,543,206,337,37.937385,-995.440453,-189.919027,805.521425,0.000000,-1.833224,66.079722,-13.484410,5.119705
passed:expected_reward_ok,543,206,337,37.937385,-995.440453,-189.919027,805.521425,0.000000,-1.833224,66.079722,-13.484410,5.119705
passed:pullback_near_ema21,537,203,334,37.802607,-995.287562,-199.163150,796.124412,0.000000,-1.853422,66.222141,-13.588576,5.087523
passed:pullback_near_vwap,6,3,3,50.000000,-0.152891,9.244123,9.397013,0.000000,-0.025482,53.333249,-4.161517,8.000000
passed:reward_risk_ok,543,206,337,37.937385,-995.440453,-189.919027,805.521425,0.000000,-1.833224,66.079722,-13.484410,5.119705
passed:volume_ratio_ok,543,206,337,37.937385,-995.440453,-189.919027,805.521425,0.000000,-1.833224,66.079722,-13.484410,5.119705
