trade_id,signal_id,symbol,strategy_id,regime,side,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,qty,position_size_usd,entry_notional_usd,exit_notional_usd,avg_notional_usd,round_trip_notional_usd,fee_bps_on_combined_notional,fee_bps_on_entry_notional,equity_at_entry_usd,risk_amount_usd,risk_per_unit_usd,stop_distance_bps,risk_pct_of_equity,leverage_used,gross_pnl,fee,slippage,net_pnl,reward_risk,bars_held,exit_reason,entry_reason,filters_passed,filters_failed,expected_edge_bps,actual_edge_bps
TRD-SIG-BT-00000001,SIG-BT-00000001,BTCUSDT,ema_trend_pullback_v1,bullish,long,1578450900000,1578452100000,8366.110000,8318.067307,8318.067307,8438.174039,0.15611115,1306.043049,1306.043049,1298.543049,1302.293049,2604.586097,5.000000,9.971287,5000.000000,7.500000,48.042693,57.425366,0.150000,0.261209,-7.500000,1.302293,0.000000,-8.802293,1.500000,5,stop_loss,etp_bullish_pullback_near_ema21_close_reclaim,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,76.138049,-67.396653
TRD-SIG-BT-00000002,SIG-BT-00000002,BTCUSDT,ema_trend_pullback_v1,bullish,long,1578684900000,1578692400000,8054.390000,8128.313998,8005.107335,8128.313998,0.15191542,1223.586001,1223.586001,1234.816196,1229.201099,2458.402197,5.000000,10.045891,4991.197707,7.486797,49.282665,61.187334,0.150000,0.245149,11.230195,1.229201,0.000000,10.000994,1.500000,26,take_profit,etp_bullish_pullback_near_ema21_close_reclaim,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,81.781001,81.735111
TRD-SIG-BT-00000003,SIG-BT-00000003,BTCUSDT,ema_trend_pullback_v1,bullish,long,1578707700000,1578708000000,8219.730000,8190.981435,8190.981435,8262.852847,0.26094513,2144.898520,2144.898520,2137.396722,2141.147621,4282.295242,5.000000,9.982512,5001.198701,7.501798,28.748565,34.975072,0.150000,0.428877,-7.501798,2.141148,0.000000,-9.642946,1.500000,2,stop_loss,etp_bullish_pullback_near_ema21_close_reclaim,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,42.462608,-44.957585
TRD-SIG-BT-00000004,SIG-BT-00000004,BTCUSDT,ema_trend_pullback_v1,bullish,long,1579054200000,1579057500000,8826.480000,8788.522199,8788.522199,8883.416702,0.19725414,1741.059760,1741.059760,1733.572427,1737.316093,3474.632187,5.000000,9.978498,4991.555755,7.487334,37.957801,43.004461,0.150000,0.348801,-7.487334,1.737316,0.000000,-9.224650,1.500000,12,stop_loss,etp_bullish_pullback_near_ema21_close_reclaim,15m_trend_bullish|5m_confirmation_bullish|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,54.506691,-52.982959
TRD-SIG-BT-00000005,SIG-BT-00000005,BTCUSDT,ema_trend_pullback_v1,bullish,long,1579097700000,1579101600000,8839.590000,8798.829195,8798.829195,8900.731207,0.18335008,1620.739503,1620.739503,1613.266007,1617.002755,3234.005510,5.000000,9.976944,4982.331105,7.473497,40.760805,46.111646,0.150000,0.325297,-7.473497,1.617003,0.000000,-9.090499,1.500000,14,stop_loss,etp_bullish_pullback_near_ema21_close_reclaim,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,59.167469,-56.088590
TRD-SIG-BT-00000006,SIG-BT-00000006,BTCUSDT,ema_trend_pullback_v1,bearish,short,1581939300000,1581939600000,9670.010000,9612.469617,9708.370256,9612.469617,0.19446849,1880.512225,1880.512225,1869.322434,1874.917329,3749.834659,5.000000,9.970248,4973.240606,7.459861,38.360256,39.669303,0.150000,0.378126,11.189791,1.874917,0.000000,9.314874,1.500000,2,take_profit,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,49.503954,49.533706
TRD-SIG-BT-00000007,SIG-BT-00000007,BTCUSDT,ema_trend_pullback_v1,bearish,short,1582218900000,1582219500000,9579.850000,9509.768463,9626.571025,9509.768463,0.15996724,1532.462132,1532.462132,1521.251382,1526.856757,3053.713514,5.000000,9.963422,4982.555480,7.473833,46.721025,48.770101,0.150000,0.307565,11.210750,1.526857,0.000000,9.683893,1.500000,3,take_profit,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,63.155151,63.191728
TRD-SIG-BT-00000008,SIG-BT-00000008,BTCUSDT,ema_trend_pullback_v1,bearish,short,1583756400000,1583756700000,7803.930000,7846.583816,7846.583816,7739.949275,0.17556129,1370.068020,1370.068020,1377.556379,1373.812200,2747.624399,5.000000,10.027328,4992.239373,7.488359,42.653816,54.656841,0.150000,0.274440,-7.488359,1.373812,0.000000,-8.862171,1.500000,2,stop_loss,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,71.985262,-64.684170
TRD-SIG-BT-00000009,SIG-BT-00000009,BTCUSDT,ema_trend_pullback_v1,bearish,short,1583762400000,1583765400000,7807.870000,7737.973815,7854.467457,7737.973815,0.16041789,1252.522052,1252.522052,1241.309453,1246.915753,2493.831505,5.000000,9.955240,4983.377202,7.475066,46.597457,59.680113,0.150000,0.251340,11.212599,1.246916,0.000000,9.965683,1.500000,11,take_profit,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,79.520170,79.564930
TRD-SIG-BT-0000000A,SIG-BT-0000000A,BTCUSDT,ema_trend_pullback_v1,bearish,short,1583766900000,1583768400000,7720.560000,7654.190207,7764.806529,7654.190207,0.16927914,1306.929752,1306.929752,1295.694731,1301.312241,2602.624483,5.000000,9.957018,4993.342885,7.490014,44.246529,57.309999,0.150000,0.261734,11.235021,1.301312,0.000000,9.933709,1.500000,6,take_profit,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,75.964999,76.007982
