trade_id,signal_id,month,symbol,strategy_id,regime,side,entry_time,exit_time,duration_ms,entry_price,exit_price,stop_loss,take_profit,qty,gross_pnl,fee,slippage,total_cost,net_pnl,reward_risk,bars_held,exit_reason,expected_edge_bps,actual_edge_bps,edge_realization_bps,fee_bps,slippage_bps,total_cost_bps,net_pnl_bps,filters_passed,filters_failed,entry_reason
TRD-SIG-BT-00000001,SIG-BT-00000001,2020-03,BTCUSDT,screened_vwap_scalp_v2,bearish,short,1583763300000,1583768400000,5100000,7765.970000,7661.659572,7813.383831,7661.659572,0.158182,16.500000,1.220184,0.000000,1.220184,15.279816,2.200000,18,take_profit,124.317321,124.384479,0.067159,9.932841,0.000000,9.932841,124.384479,screening_bearish|confirmation_bearish_or_allowed_neutral|ema_ribbon_short|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bearish momentum follow-through, body_ratio=0.68, body_atr=0.83, close_location=0.74, reject_distance_atr=0.08, volume_ratio=1.37, atr_bps=61.0"
TRD-SIG-BT-00000002,SIG-BT-00000002,2020-03,BTCUSDT,screened_vwap_scalp_v2,bearish,short,1584031800000,1584031800000,0,5964.400000,6029.699462,6029.699462,5820.741184,0.115206,-7.522920,0.690899,0.000000,0.690899,-8.213819,2.200000,1,stop_loss,230.860466,-119.536771,-350.397237,10.054741,0.000000,10.054741,-119.536771,screening_bearish|confirmation_bearish_or_allowed_neutral|ema_ribbon_short|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bearish momentum follow-through, body_ratio=0.71, body_atr=1.10, close_location=0.73, reject_distance_atr=0.16, volume_ratio=1.39, atr_bps=109.5"
TRD-SIG-BT-00000003,SIG-BT-00000003,2020-03,BTCUSDT,screened_vwap_scalp_v2,bearish,short,1584054300000,1584054600000,300000,5703.160000,5496.582008,5797.059087,5496.582008,0.079986,16.523318,0.447910,0.000000,0.447910,16.075407,2.200000,2,take_profit,352.216721,352.397830,0.181108,9.818892,0.000000,9.818892,352.397830,screening_bearish|confirmation_bearish_or_allowed_neutral|ema_ribbon_short|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bearish momentum follow-through, body_ratio=0.74, body_atr=0.99, close_location=0.75, reject_distance_atr=0.00, volume_ratio=1.31, atr_bps=164.6"
TRD-SIG-BT-00000004,SIG-BT-00000004,2020-03,BTCUSDT,screened_vwap_scalp_v2,bearish,short,1584222900000,1584223200000,300000,5293.050000,5324.413211,5324.413211,5224.050937,0.240240,-7.534712,1.275372,0.000000,1.275372,-8.810084,2.200000,2,stop_loss,120.357852,-69.283196,-189.641049,10.029627,0.000000,10.029627,-69.283196,screening_bearish|confirmation_bearish_or_allowed_neutral|ema_ribbon_short|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bearish momentum follow-through, body_ratio=0.97, body_atr=1.29, close_location=0.98, reject_distance_atr=0.09, volume_ratio=1.29, atr_bps=59.3"
TRD-SIG-BT-00000005,SIG-BT-00000005,2020-03,BTCUSDT,screened_vwap_scalp_v2,bearish,short,1584227100000,1584227100000,0,5213.640000,5122.842676,5254.911511,5122.842676,0.182244,16.547293,0.941882,0.000000,0.941882,15.605411,2.200000,1,take_profit,164.153420,164.240497,0.087077,9.912923,0.000000,9.912923,164.240497,screening_bearish|confirmation_bearish_or_allowed_neutral|ema_ribbon_short|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bearish momentum follow-through, body_ratio=0.90, body_atr=1.33, close_location=0.96, reject_distance_atr=0.00, volume_ratio=1.51, atr_bps=79.2"
TRD-SIG-BT-00000006,SIG-BT-00000006,2020-03,BTCUSDT,screened_vwap_scalp_v2,bearish,short,1584235500000,1584239400000,3900000,5152.730000,5198.303399,5198.303399,5052.468523,0.165555,-7.544905,0.856833,0.000000,0.856833,-8.401738,2.200000,14,stop_loss,184.579334,-98.489375,-283.068709,10.044223,0.000000,10.044223,-98.489375,screening_bearish|confirmation_bearish_or_allowed_neutral|ema_ribbon_short|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bearish momentum follow-through, body_ratio=0.69, body_atr=0.66, close_location=0.73, reject_distance_atr=0.13, volume_ratio=1.25, atr_bps=88.5"
TRD-SIG-BT-00000007,SIG-BT-00000007,2020-03,BTCUSDT,screened_vwap_scalp_v2,bearish,short,1584397800000,1584398100000,300000,4861.810000,4918.125861,4918.125861,4737.915107,0.133751,-7.532302,0.654038,0.000000,0.654038,-8.186341,2.200000,2,stop_loss,244.832857,-125.891034,-370.723891,10.057917,0.000000,10.057917,-125.891034,screening_bearish|confirmation_bearish_or_allowed_neutral|ema_ribbon_short|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bearish momentum follow-through, body_ratio=0.74, body_atr=1.05, close_location=0.92, reject_distance_atr=0.00, volume_ratio=1.21, atr_bps=115.9"
TRD-SIG-BT-00000008,SIG-BT-00000008,2020-08,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1597671300000,1597678200000,6900000,12073.680000,12237.616908,11999.163224,12237.616908,0.100917,16.544051,1.226714,0.000000,1.226714,15.317337,2.200000,24,take_profit,125.780398,125.712508,-0.067890,10.067890,0.000000,10.067890,125.712508,screening_bullish|confirmation_bullish_or_allowed_neutral|ema_ribbon_long|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bullish momentum follow-through, body_ratio=0.68, body_atr=1.53, close_location=0.75, reclaim_distance_atr=0.03, volume_ratio=2.25, atr_bps=61.7"
TRD-SIG-BT-00000009,SIG-BT-00000009,2021-01,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1609884300000,1609886100000,1800000,34009.610000,34469.209309,33800.701223,34469.209309,0.036107,16.594598,1.236271,0.000000,1.236271,15.358327,2.200000,7,take_profit,125.138071,125.070502,-0.067569,10.067569,0.000000,10.067569,125.070502,screening_bullish|confirmation_bullish_or_allowed_neutral|ema_ribbon_long|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bullish momentum follow-through, body_ratio=0.95, body_atr=1.31, close_location=0.97, reclaim_distance_atr=0.00, volume_ratio=1.44, atr_bps=61.4"
TRD-SIG-BT-00000010,SIG-BT-00000010,2021-01,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1609949100000,1609949400000,300000,35127.290000,34918.647041,34918.647041,35586.304510,0.036263,-7.566036,1.270041,0.000000,1.270041,-8.836077,2.200000,2,stop_loss,120.671768,-69.366560,-190.038328,9.970302,0.000000,9.970302,-69.366560,screening_bullish|confirmation_bullish_or_allowed_neutral|ema_ribbon_long|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bullish momentum follow-through, body_ratio=0.94, body_atr=2.50, close_location=0.97, reclaim_distance_atr=0.00, volume_ratio=3.20, atr_bps=59.4"
TRD-SIG-BT-00000011,SIG-BT-00000011,2021-01,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1609976700000,1609978500000,1800000,36766.850000,36529.531137,36529.531137,37288.951499,0.031825,-7.552782,1.166346,0.000000,1.166346,-8.719128,2.200000,7,stop_loss,132.003326,-74.514693,-206.518019,9.967727,0.000000,9.967727,-74.514693,screening_bullish|confirmation_bullish_or_allowed_neutral|ema_ribbon_long|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bullish momentum follow-through, body_ratio=0.92, body_atr=1.99, close_location=0.94, reclaim_distance_atr=0.10, volume_ratio=3.27, atr_bps=64.5"
TRD-SIG-BT-00000012,SIG-BT-00000012,2021-01,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1610056500000,1610057100000,600000,39846.690000,39512.832076,39512.832076,40581.177432,0.022584,-7.539704,0.896111,0.000000,0.896111,-8.435814,2.200000,3,stop_loss,174.328343,-93.743717,-268.072060,9.958107,0.000000,9.958107,-93.743717,screening_bullish|confirmation_bullish_or_allowed_neutral|ema_ribbon_long|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bullish momentum follow-through, body_ratio=0.56, body_atr=0.80, close_location=0.94, reclaim_distance_atr=0.00, volume_ratio=1.30, atr_bps=83.8"
TRD-SIG-BT-00000013,SIG-BT-00000013,2021-01,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1610094000000,1610094000000,0,38943.660000,38701.123592,38701.123592,39477.240097,0.031035,-7.527050,1.204842,0.000000,1.204842,-8.731892,2.200000,1,stop_loss,127.013341,-72.247652,-199.260993,9.968861,0.000000,9.968861,-72.247652,screening_bullish|confirmation_bullish_or_allowed_neutral|ema_ribbon_long|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bullish momentum follow-through, body_ratio=0.72, body_atr=0.92, close_location=0.79, reclaim_distance_atr=0.00, volume_ratio=1.27, atr_bps=62.3"
TRD-SIG-BT-00000014,SIG-BT-00000014,2021-01,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1610150700000,1610152500000,1800000,40954.870000,40679.061299,40679.061299,41561.649142,0.027243,-7.513952,1.111991,0.000000,1.111991,-8.625943,2.200000,7,stop_loss,138.157995,-77.310871,-215.468866,9.966328,0.000000,9.966328,-77.310871,screening_bullish|confirmation_bullish_or_allowed_neutral|ema_ribbon_long|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bullish momentum follow-through, body_ratio=0.90, body_atr=1.15, close_location=0.90, reclaim_distance_atr=0.06, volume_ratio=1.33, atr_bps=67.3"
TRD-SIG-BT-00000015,SIG-BT-00000015,2021-02,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1612816500000,1612816500000,0,43644.580000,43378.838702,43378.838702,44229.210855,0.028227,-7.501013,1.228194,0.000000,1.228194,-8.729207,2.200000,1,stop_loss,123.952682,-70.857139,-194.809821,9.969556,0.000000,9.969556,-70.857139,screening_bullish|confirmation_bullish_or_allowed_neutral|ema_ribbon_long|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bullish momentum follow-through, body_ratio=0.72, body_atr=1.85, close_location=0.74, reclaim_distance_atr=0.01, volume_ratio=3.97, atr_bps=60.9"
TRD-SIG-BT-00000016,SIG-BT-00000016,2021-02,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1612846800000,1612848900000,2100000,46939.990000,46670.003222,46670.003222,47533.960912,0.027734,-7.487919,1.298108,0.000000,1.298108,-8.786028,2.200000,8,stop_loss,116.538355,-67.488675,-184.027030,9.971241,0.000000,9.971241,-67.488675,screening_bullish|confirmation_bullish_or_allowed_neutral|ema_ribbon_long|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bullish momentum follow-through, body_ratio=0.86, body_atr=1.75, close_location=0.91, reclaim_distance_atr=0.00, volume_ratio=2.02, atr_bps=57.5"
TRD-SIG-BT-00000017,SIG-BT-00000017,2021-02,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1612857900000,1612858200000,300000,48014.920000,47701.603148,47701.603148,48704.217075,0.023857,-7.474740,1.141745,0.000000,1.141745,-8.616486,2.200000,2,stop_loss,133.558934,-75.221434,-208.780368,9.967373,0.000000,9.967373,-75.221434,screening_bullish|confirmation_bullish_or_allowed_neutral|ema_ribbon_long|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bullish momentum follow-through, body_ratio=0.96, body_atr=1.28, close_location=0.96, reclaim_distance_atr=0.00, volume_ratio=1.29, atr_bps=65.3"
TRD-SIG-BT-00000018,SIG-BT-00000018,2021-02,BTCUSDT,screened_vwap_scalp_v2,bullish,long,1612888800000,1612889700000,900000,47009.550000,46685.703959,46685.703959,47722.011291,0.023041,-7.461816,1.079428,0.000000,1.079428,-8.541243,2.200000,4,stop_loss,141.556714,-78.854971,-220.411684,9.965555,0.000000,9.965555,-78.854971,screening_bullish|confirmation_bullish_or_allowed_neutral|ema_ribbon_long|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bullish momentum follow-through, body_ratio=0.77, body_atr=1.12, close_location=0.84, reclaim_distance_atr=0.00, volume_ratio=1.35, atr_bps=68.9"
TRD-SIG-BT-00000019,SIG-BT-00000019,2022-06,BTCUSDT,screened_vwap_scalp_v2,bearish,short,1655127600000,1655127900000,300000,23505.800000,23746.895689,23746.895689,22975.389485,0.030896,-7.449004,0.729971,0.000000,0.729971,-8.178974,2.200000,2,stop_loss,215.650910,-112.619880,-328.270789,10.051284,0.000000,10.051284,-112.619880,screening_bearish|confirmation_bearish_or_allowed_neutral|ema_ribbon_short|atr_bps_in_range|near_vwap_or_ema21|volume_ratio_ok|momentum_trigger_ok|trigger_body_ratio_ok|trigger_body_atr_ok|trigger_close_location_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,"bearish momentum follow-through, body_ratio=0.86, body_atr=1.21, close_location=0.95, reject_distance_atr=0.00, volume_ratio=1.29, atr_bps=102.6"
