key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
passed:atr_bps_in_range,26,7,19,26.923077,-54.408717,-27.023101,27.385617,0.000000,-2.092643,157.710030,-17.001036,4.653846
passed:confidence_ok,26,7,19,26.923077,-54.408717,-27.023101,27.385617,0.000000,-2.092643,157.710030,-17.001036,4.653846
passed:confirmation_bearish_or_allowed_neutral,13,5,8,38.461538,10.292794,22.338904,12.046110,0.000000,0.791753,184.332718,9.799073,4.000000
passed:confirmation_bullish_or_allowed_neutral,13,2,11,15.384615,-64.701512,-49.362005,15.339507,0.000000,-4.977039,131.087342,-43.801145,5.307692
passed:direction_enabled,26,7,19,26.923077,-54.408717,-27.023101,27.385617,0.000000,-2.092643,157.710030,-17.001036,4.653846
passed:ema_ribbon_long,13,2,11,15.384615,-64.701512,-49.362005,15.339507,0.000000,-4.977039,131.087342,-43.801145,5.307692
passed:ema_ribbon_short,13,5,8,38.461538,10.292794,22.338904,12.046110,0.000000,0.791753,184.332718,9.799073,4.000000
passed:expected_net_edge_ok,26,7,19,26.923077,-54.408717,-27.023101,27.385617,0.000000,-2.092643,157.710030,-17.001036,4.653846
passed:expected_reward_ok,26,7,19,26.923077,-54.408717,-27.023101,27.385617,0.000000,-2.092643,157.710030,-17.001036,4.653846
passed:momentum_trigger_ok,26,7,19,26.923077,-54.408717,-27.023101,27.385617,0.000000,-2.092643,157.710030,-17.001036,4.653846
passed:near_vwap_or_ema21,26,7,19,26.923077,-54.408717,-27.023101,27.385617,0.000000,-2.092643,157.710030,-17.001036,4.653846
passed:screening_bearish,13,5,8,38.461538,10.292794,22.338904,12.046110,0.000000,0.791753,184.332718,9.799073,4.000000
passed:screening_bullish,13,2,11,15.384615,-64.701512,-49.362005,15.339507,0.000000,-4.977039,131.087342,-43.801145,5.307692
passed:trigger_body_atr_ok,26,7,19,26.923077,-54.408717,-27.023101,27.385617,0.000000,-2.092643,157.710030,-17.001036,4.653846
passed:trigger_body_ratio_ok,26,7,19,26.923077,-54.408717,-27.023101,27.385617,0.000000,-2.092643,157.710030,-17.001036,4.653846
passed:trigger_close_location_ok,26,7,19,26.923077,-54.408717,-27.023101,27.385617,0.000000,-2.092643,157.710030,-17.001036,4.653846
passed:volume_ratio_ok,26,7,19,26.923077,-54.408717,-27.023101,27.385617,0.000000,-2.092643,157.710030,-17.001036,4.653846
