key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
bearish,2,2,0,100.000000,24.286112,27.347332,3.061220,0.000000,12.143056,131.492577,131.421830,9.000000
bullish,9,6,3,66.666667,52.802815,69.874686,17.071871,0.000000,5.866979,96.123823,39.806138,8.333333
neutral,12,3,9,25.000000,-59.684535,-32.849321,26.835214,0.000000,-4.973711,70.698784,-18.176282,4.916667
