key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
passed:expected_edge_ok,23,10,13,43.478261,-47.501711,32.831168,37.383626,42.949253,-2.065292,82.914946,4.351152,6.652174
passed:extension_ok,23,10,13,43.478261,-47.501711,32.831168,37.383626,42.949253,-2.065292,82.914946,4.351152,6.652174
passed:rejection_ok,23,10,13,43.478261,-47.501711,32.831168,37.383626,42.949253,-2.065292,82.914946,4.351152,6.652174
passed:reversal_confirmation_ok,23,10,13,43.478261,-47.501711,32.831168,37.383626,42.949253,-2.065292,82.914946,4.351152,6.652174
passed:trend_block_ok,23,10,13,43.478261,-47.501711,32.831168,37.383626,42.949253,-2.065292,82.914946,4.351152,6.652174
