key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
bearish,11,3,8,27.272727,-31.352673,-17.787016,13.565658,0.000000,-2.850243,206.572936,-48.808394,7.636364
bullish,24,10,14,41.666667,30.132120,81.588739,51.456619,0.000000,1.255505,93.027685,9.672959,9.166667
neutral,28,6,22,21.428571,-146.931765,-80.016481,66.915284,0.000000,-5.247563,77.569664,-18.755310,5.178571
