trade_id,signal_id,symbol,strategy_id,regime,side,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,qty,position_size_usd,entry_notional_usd,exit_notional_usd,avg_notional_usd,round_trip_notional_usd,fee_bps_on_combined_notional,fee_bps_on_entry_notional,equity_at_entry_usd,risk_amount_usd,risk_per_unit_usd,stop_distance_bps,risk_pct_of_equity,leverage_used,gross_pnl,fee,slippage,net_pnl,reward_risk,bars_held,exit_reason,entry_reason,filters_passed,filters_failed,expected_edge_bps,actual_edge_bps
TRD-SIG-BT-00000001,SIG-BT-00000001,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_short,short,1577893500000,1577910600000,7231.320000,7230.660000,7261.964350,7176.160170,0.24474332,1769.817276,1769.817276,1769.655746,1769.736511,3539.473022,5.000000,9.999544,5000.000000,7.500000,30.644350,42.377256,0.150000,0.353963,0.161531,1.769737,0.000000,-1.608206,1.800000,20,time_exit,"lsr_v1_short level=7239.740000, sweep_depth_bps=28.58, wick=0.73, close_loc=0.73, vol=3.67",liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,66.279061,-9.086847
TRD-SIG-BT-00000002,SIG-BT-00000002,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_short,short,1578060000000,1578060000000,7345.740000,7280.864815,7381.781770,7280.864815,0.20802496,1528.097267,1528.097267,1514.601609,1521.349438,3042.698876,5.000000,9.955842,4998.391794,7.497588,36.041770,49.064859,0.150000,0.305718,13.495658,1.521349,0.000000,11.974308,1.800000,1,take_profit,"lsr_v1_short level=7368.330000, sweep_depth_bps=14.48, wick=0.61, close_loc=0.61, vol=1.41",liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,78.316746,78.360905
TRD-SIG-BT-00000003,SIG-BT-00000003,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578164400000,1578181500000,7303.970000,7350.710000,7266.321251,7371.737748,0.19962281,1458.039036,1458.039036,1467.369406,1462.704221,2925.408442,5.000000,10.031996,5010.366102,7.515549,37.648749,51.545596,0.150000,0.291004,9.330370,1.462704,0.000000,7.867666,1.800000,20,time_exit,"lsr_v1_long level=7272.300000, sweep_depth_bps=4.25, wick=0.63, close_loc=0.63, vol=5.22",liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,82.782073,53.960600
TRD-SIG-BT-00000004,SIG-BT-00000004,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578267000000,1578276000000,7345.660000,7427.613166,7300.130463,7427.613166,0.16532895,1214.450274,1214.450274,1227.999505,1221.224890,2442.449779,5.000000,10.055783,5018.233769,7.527351,45.529537,61.981547,0.150000,0.242008,13.549231,1.221225,0.000000,12.328006,1.800000,11,take_profit,"lsr_v1_long level=7312.000000, sweep_depth_bps=12.31, wick=0.71, close_loc=0.90, vol=1.50",liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,101.566784,101.511001
TRD-SIG-BT-00000005,SIG-BT-00000005,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578515400000,1578523500000,7940.210000,8079.915798,7862.595668,8079.915798,0.09722228,771.965353,771.965353,785.547870,778.756612,1557.513223,5.000000,10.087974,5030.561775,7.545843,77.614332,97.748463,0.150000,0.153455,13.582517,0.778757,0.000000,12.803760,1.800000,10,take_profit,"lsr_v1_long level=7911.210000, sweep_depth_bps=51.95, wick=0.69, close_loc=0.86, vol=1.21",liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,165.947233,165.859259
TRD-SIG-BT-00000006,SIG-BT-00000006,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578564900000,1578582000000,7903.580000,7917.070000,7849.662964,8000.630665,0.14030905,1108.943831,1108.943831,1110.836600,1109.890216,2219.780431,5.000000,10.008534,5043.365535,7.565048,53.917036,68.218498,0.150000,0.219882,1.892769,1.109890,0.000000,0.782879,1.800000,20,time_exit,"lsr_v1_long level=7862.000000, sweep_depth_bps=10.65, wick=0.41, close_loc=0.95, vol=1.75",liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,112.793297,7.059681
TRD-SIG-BT-00000007,SIG-BT-00000007,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578604500000,1578621600000,7830.000000,7813.980000,7744.900685,7983.178767,0.08891050,696.169213,696.169213,694.744867,695.457040,1390.914081,5.000000,9.989770,5044.148414,7.566223,85.099315,108.683672,0.150000,0.138015,-1.424346,0.695457,0.000000,-2.119803,1.800000,20,time_exit,"lsr_v1_long level=7776.000000, sweep_depth_bps=33.42, wick=0.70, close_loc=0.80, vol=2.53",liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,185.630609,-30.449540
TRD-SIG-BT-00000008,SIG-BT-00000008,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578637800000,1578643200000,7750.770000,7715.176245,7715.176245,7814.838760,0.21248230,1646.901418,1646.901418,1639.338376,1643.119897,3286.239794,5.000000,9.977039,5042.028611,7.563043,35.593755,45.922864,0.150000,0.326635,-7.563043,1.643120,0.000000,-9.206163,1.800000,7,stop_loss,"lsr_v1_long level=7735.000000, sweep_depth_bps=21.91, wick=0.53, close_loc=0.95, vol=1.92",liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,72.661154,-55.899902
TRD-SIG-BT-00000009,SIG-BT-00000009,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578645000000,1578645900000,7711.420000,7688.344090,7688.344090,7752.956638,0.32714782,2522.774262,2522.774262,2515.225029,2518.999645,5037.999291,5.000000,9.985038,5032.822448,7.549234,23.075910,29.924333,0.150000,0.501264,-7.549234,2.519000,0.000000,-10.068233,1.800000,2,stop_loss,"lsr_v1_long level=7707.050000, sweep_depth_bps=19.71, wick=0.55, close_loc=0.61, vol=1.52",liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,43.863799,-39.909371
TRD-SIG-BT-0000000A,SIG-BT-0000000A,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578646800000,1578651300000,7705.850000,7677.606914,7677.606914,7756.687554,0.26676021,2055.614133,2055.614133,2048.080002,2051.847068,4103.694136,5.000000,9.981674,5022.754215,7.534131,28.243086,36.651486,0.150000,0.409260,-7.534131,2.051847,0.000000,-9.585978,1.800000,6,stop_loss,"lsr_v1_long level=7691.860000, sweep_depth_bps=14.72, wick=0.52, close_loc=0.86, vol=1.34",liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,55.972675,-46.633161
