key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
passed:15m_trend_bearish,2412,693,1719,28.731343,-1560.285997,949.595839,2509.881836,0.000000,-0.646885,44.453428,-7.669232,7.397595
passed:15m_trend_bullish,2539,699,1840,27.530524,-3394.799792,552.475994,3947.275787,0.000000,-1.337062,33.298054,-8.712060,8.014573
passed:1m_ema_alignment_long,2539,699,1840,27.530524,-3394.799792,552.475994,3947.275787,0.000000,-1.337062,33.298054,-8.712060,8.014573
passed:1m_ema_alignment_short,2412,693,1719,28.731343,-1560.285997,949.595839,2509.881836,0.000000,-0.646885,44.453428,-7.669232,7.397595
passed:5m_confirmation_bearish,2412,693,1719,28.731343,-1560.285997,949.595839,2509.881836,0.000000,-0.646885,44.453428,-7.669232,7.397595
passed:5m_confirmation_bullish,2539,699,1840,27.530524,-3394.799792,552.475994,3947.275787,0.000000,-1.337062,33.298054,-8.712060,8.014573
passed:atr_bps_in_range,4951,1392,3559,28.115532,-4955.085789,1502.071833,6457.157623,0.000000,-1.000825,38.732666,-8.204021,7.713997
passed:close_reclaim_long,2539,699,1840,27.530524,-3394.799792,552.475994,3947.275787,0.000000,-1.337062,33.298054,-8.712060,8.014573
passed:close_reclaim_short,2412,693,1719,28.731343,-1560.285997,949.595839,2509.881836,0.000000,-0.646885,44.453428,-7.669232,7.397595
passed:confidence_ok,4951,1392,3559,28.115532,-4955.085789,1502.071833,6457.157623,0.000000,-1.000825,38.732666,-8.204021,7.713997
passed:direction_enabled,4951,1392,3559,28.115532,-4955.085789,1502.071833,6457.157623,0.000000,-1.000825,38.732666,-8.204021,7.713997
passed:expected_net_edge_ok,4951,1392,3559,28.115532,-4955.085789,1502.071833,6457.157623,0.000000,-1.000825,38.732666,-8.204021,7.713997
passed:expected_reward_ok,4951,1392,3559,28.115532,-4955.085789,1502.071833,6457.157623,0.000000,-1.000825,38.732666,-8.204021,7.713997
passed:pullback_near_ema21,4923,1387,3536,28.173878,-4896.258346,1530.742492,6427.000838,0.000000,-0.994568,38.744923,-8.167298,7.734105
passed:pullback_near_vwap,28,5,23,17.857143,-58.827443,-28.670658,30.156785,0.000000,-2.100980,36.577553,-14.660712,4.178571
passed:reward_risk_ok,4951,1392,3559,28.115532,-4955.085789,1502.071833,6457.157623,0.000000,-1.000825,38.732666,-8.204021,7.713997
passed:volume_ratio_ok,4951,1392,3559,28.115532,-4955.085789,1502.071833,6457.157623,0.000000,-1.000825,38.732666,-8.204021,7.713997
