key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
stop_loss,34,0,34,0.000000,-418.530394,-264.472921,64.845540,89.211934,-12.309717,49.061088,-55.464387,4.764706
take_profit,13,13,0,100.000000,114.909899,164.449037,28.313147,21.225992,8.839223,39.138981,36.121314,5.692308
time_exit,3,2,1,66.666667,1.747119,8.638631,3.938500,2.953011,0.582373,69.457528,11.200082,24.000000
