key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
passed:atr_bps_in_range,58,18,40,31.034483,-131.358552,-56.365674,74.992878,0.000000,-2.264803,101.593709,-16.833042,4.603448
passed:confidence_ok,58,18,40,31.034483,-131.358552,-56.365674,74.992878,0.000000,-2.264803,101.593709,-16.833042,4.603448
passed:confirmation_bearish_or_allowed_neutral,24,9,15,37.500000,-18.601941,8.815368,27.417309,0.000000,-0.775081,120.719288,-5.878763,4.750000
passed:confirmation_bullish_or_allowed_neutral,34,9,25,26.470588,-112.756611,-65.181042,47.575569,0.000000,-3.316371,88.093301,-24.565473,4.500000
passed:direction_enabled,58,18,40,31.034483,-131.358552,-56.365674,74.992878,0.000000,-2.264803,101.593709,-16.833042,4.603448
passed:ema_ribbon_long,34,9,25,26.470588,-112.756611,-65.181042,47.575569,0.000000,-3.316371,88.093301,-24.565473,4.500000
passed:ema_ribbon_short,24,9,15,37.500000,-18.601941,8.815368,27.417309,0.000000,-0.775081,120.719288,-5.878763,4.750000
passed:expected_net_edge_ok,58,18,40,31.034483,-131.358552,-56.365674,74.992878,0.000000,-2.264803,101.593709,-16.833042,4.603448
passed:expected_reward_ok,58,18,40,31.034483,-131.358552,-56.365674,74.992878,0.000000,-2.264803,101.593709,-16.833042,4.603448
passed:momentum_trigger_ok,58,18,40,31.034483,-131.358552,-56.365674,74.992878,0.000000,-2.264803,101.593709,-16.833042,4.603448
passed:near_vwap_or_ema21,58,18,40,31.034483,-131.358552,-56.365674,74.992878,0.000000,-2.264803,101.593709,-16.833042,4.603448
passed:screening_bearish,24,9,15,37.500000,-18.601941,8.815368,27.417309,0.000000,-0.775081,120.719288,-5.878763,4.750000
passed:screening_bullish,34,9,25,26.470588,-112.756611,-65.181042,47.575569,0.000000,-3.316371,88.093301,-24.565473,4.500000
passed:trigger_body_atr_ok,58,18,40,31.034483,-131.358552,-56.365674,74.992878,0.000000,-2.264803,101.593709,-16.833042,4.603448
passed:trigger_body_ratio_ok,58,18,40,31.034483,-131.358552,-56.365674,74.992878,0.000000,-2.264803,101.593709,-16.833042,4.603448
passed:trigger_close_location_ok,58,18,40,31.034483,-131.358552,-56.365674,74.992878,0.000000,-2.264803,101.593709,-16.833042,4.603448
passed:volume_ratio_ok,58,18,40,31.034483,-131.358552,-56.365674,74.992878,0.000000,-2.264803,101.593709,-16.833042,4.603448
