signal_id,stage,entry_geometry_mode,timestamp,side,regime,reason,equity,peak_equity,drawdown_pct,daily_realized_pnl,expected_reward_bps,expected_cost_bps,expected_net_edge_bps
SIG-BT-00000754,initial_risk,reanchor_to_actual_entry,1595061000000,short,bearish,expected_net_edge_not_positive,3597.185886,5003.447847,28.105858,6.523194,9.640895,10.000000,-0.359105
SIG-BT-00003748,initial_risk,reanchor_to_actual_entry,1666519200000,short,bearish,expected_net_edge_not_positive,985.120472,5003.447847,80.311167,-8.587662,9.973549,10.000000,-0.026451
SIG-BT-00004023,initial_risk,reanchor_to_actual_entry,1671889500000,short,bearish,expected_net_edge_not_positive,745.758844,5003.447847,85.095101,-7.467595,8.007506,10.000000,-1.992494
SIG-BT-00004024,initial_risk,reanchor_to_actual_entry,1671890400000,short,bearish,expected_net_edge_not_positive,745.758844,5003.447847,85.095101,-7.467595,7.695495,10.000000,-2.304505
SIG-BT-00004025,initial_risk,reanchor_to_actual_entry,1671891300000,short,bearish,expected_net_edge_not_positive,745.758844,5003.447847,85.095101,-7.467595,7.737235,10.000000,-2.262765
SIG-BT-00004026,initial_risk,reanchor_to_actual_entry,1671893100000,short,bearish,expected_net_edge_not_positive,745.758844,5003.447847,85.095101,-7.467595,7.789779,10.000000,-2.210221
SIG-BT-00004027,initial_risk,reanchor_to_actual_entry,1671894000000,short,bearish,expected_net_edge_not_positive,745.758844,5003.447847,85.095101,-7.467595,7.620301,10.000000,-2.379699
SIG-BT-00004028,initial_risk,reanchor_to_actual_entry,1671897600000,short,bearish,expected_net_edge_not_positive,745.758844,5003.447847,85.095101,-7.467595,7.601024,10.000000,-2.398976
SIG-BT-00004029,initial_risk,reanchor_to_actual_entry,1671908400000,short,bearish,expected_net_edge_not_positive,745.758844,5003.447847,85.095101,-7.467595,8.271327,10.000000,-1.728673
SIG-BT-00004030,initial_risk,reanchor_to_actual_entry,1671909300000,short,bearish,expected_net_edge_not_positive,745.758844,5003.447847,85.095101,-7.467595,8.454831,10.000000,-1.545169
SIG-BT-00004031,initial_risk,reanchor_to_actual_entry,1671912000000,short,bearish,expected_net_edge_not_positive,745.758844,5003.447847,85.095101,-7.467595,7.962586,10.000000,-2.037414
