stage,entry_geometry_mode,reason,count,unique_signals,avg_equity,avg_drawdown_pct,avg_daily_realized_pnl,avg_expected_reward_bps,avg_expected_cost_bps,avg_expected_net_edge_bps,min_expected_net_edge_bps,max_expected_net_edge_bps
initial_risk,reanchor_to_actual_entry,daily_loss_limit_reached,1006,1006,623.428646,87.698849,-32.532609,39.398215,19.000000,20.398215,6.003917,87.311918
