trade_id,signal_id,month,symbol,strategy_id,regime,side,entry_time,exit_time,duration_ms,entry_price,exit_price,stop_loss,take_profit,qty,gross_pnl,fee,slippage,total_cost,net_pnl,reward_risk,bars_held,exit_reason,expected_edge_bps,actual_edge_bps,edge_realization_bps,fee_bps,slippage_bps,total_cost_bps,net_pnl_bps,filters_passed,filters_failed,entry_reason
TRD-SIG-BT-00000001,SIG-BT-00000001,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_short,short,1578040800000,1578040920000,120000,7233.390000,7256.786992,7256.786992,7191.275414,0.320554,-7.500000,2.322442,0.000000,2.322442,-9.822442,1.800000,3,stop_loss,48.222474,-42.361992,-90.584466,10.016173,0.000000,10.016173,-42.361992,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_short level=7241.990000, sweep_depth_bps=19.35, wick=0.61, close_loc=0.99, vol=6.04"
TRD-SIG-BT-00000002,SIG-BT-00000002,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_short,short,1578042600000,1578042600000,0,7297.140000,7315.266286,7315.266286,7264.512685,0.412951,-7.485266,3.017103,0.000000,3.017103,-10.502370,1.800000,1,stop_loss,34.712470,-34.852681,-69.565151,10.012420,0.000000,10.012420,-34.852681,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_short level=7310.500000, sweep_depth_bps=4.64, wick=0.40, close_loc=0.62, vol=2.85"
TRD-SIG-BT-00000003,SIG-BT-00000003,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_short,short,1578042780000,1578045120000,2340000,7306.840000,7335.289450,7335.289450,7255.630991,0.262554,-7.469513,1.922174,0.000000,1.922174,-9.391687,1.800000,40,stop_loss,60.083660,-48.954835,-109.038495,10.019468,0.000000,10.019468,-48.954835,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_short level=7322.000000, sweep_depth_bps=15.02, wick=0.43, close_loc=0.89, vol=3.10"
TRD-SIG-BT-00000004,SIG-BT-00000004,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_short,short,1578066840000,1578067200000,360000,7307.610000,7322.427464,7322.427464,7280.938564,0.503151,-7.455425,3.680561,0.000000,3.680561,-11.135986,1.800000,7,stop_loss,26.498165,-30.286897,-56.785062,10.010138,0.000000,10.010138,-30.286897,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_short level=7311.520000, sweep_depth_bps=13.73, wick=0.71, close_loc=0.71, vol=2.83"
TRD-SIG-BT-00000005,SIG-BT-00000005,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578078660000,1578080400000,1740000,7297.960000,7338.829599,7275.254667,7338.829599,0.327620,13.389698,2.397653,0.000000,2.397653,10.992046,1.800000,30,take_profit,46.001401,45.973401,-0.028001,10.028001,0.000000,10.028001,45.973401,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=7288.000000, sweep_depth_bps=15.99, wick=0.71, close_loc=1.00, vol=2.56"
TRD-SIG-BT-00000006,SIG-BT-00000006,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578263040000,1578265680000,2640000,7332.840000,7348.990000,7310.989349,7372.171171,0.341189,5.510208,2.504642,0.000000,2.504642,3.005566,1.800000,45,time_exit,43.637024,12.013197,-31.623827,10.011012,0.000000,10.011012,12.013197,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=7330.000000, sweep_depth_bps=24.56, wick=0.87, close_loc=0.98, vol=4.17"
TRD-SIG-BT-00000007,SIG-BT-00000007,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578266160000,1578268800000,2640000,7323.970000,7350.210000,7301.572060,7364.286291,0.333054,8.739330,2.443645,0.000000,2.443645,6.295685,1.800000,45,time_exit,45.047046,25.809650,-19.237396,10.017914,0.000000,10.017914,25.809650,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=7312.000000, sweep_depth_bps=12.31, wick=0.63, close_loc=0.63, vol=5.70"
TRD-SIG-BT-00000008,SIG-BT-00000008,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578318960000,1578319020000,60000,7528.240000,7506.229758,7506.229758,7567.858435,0.339349,-7.469161,2.550969,0.000000,2.550969,-10.020130,1.800000,2,stop_loss,42.626425,-39.222284,-81.848709,9.985382,0.000000,9.985382,-39.222284,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=7515.300000, sweep_depth_bps=9.71, wick=0.65, close_loc=0.65, vol=3.40"
TRD-SIG-BT-00000009,SIG-BT-00000009,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578319080000,1578321720000,2640000,7523.660000,7546.890000,7479.377302,7603.368857,0.168331,3.910319,1.268417,0.000000,1.268417,2.641902,1.800000,45,time_exit,95.944257,20.860492,-75.083765,10.015438,0.000000,10.015438,20.860492,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=7508.000000, sweep_depth_bps=34.98, wick=0.70, close_loc=0.94, vol=3.09"
TRD-SIG-BT-0000000A,SIG-BT-0000000A,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578412500000,1578412860000,360000,7767.260000,7744.712249,7744.712249,7807.845952,0.330769,-7.458094,2.565439,0.000000,2.565439,-10.023533,1.800000,7,stop_loss,42.252599,-39.014707,-81.267306,9.985485,0.000000,9.985485,-39.014707,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=7762.470000, sweep_depth_bps=21.22, wick=0.84, close_loc=0.84, vol=2.57"
TRD-SIG-BT-0000000B,SIG-BT-0000000B,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578412920000,1578412980000,60000,7749.430000,7782.456036,7731.082202,7782.456036,0.405665,13.397505,3.150371,0.000000,3.150371,10.247135,1.800000,2,take_profit,32.617375,32.596066,-0.021309,10.021309,0.000000,10.021309,32.596066,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=7746.000000, sweep_depth_bps=16.78, wick=0.77, close_loc=0.77, vol=2.78"
TRD-SIG-BT-0000000C,SIG-BT-0000000C,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_short,short,1578415260000,1578416280000,1020000,7920.320000,7942.002286,7942.002286,7881.291886,0.343987,-7.458429,2.728218,0.000000,2.728218,-10.186647,1.800000,18,stop_loss,39.275931,-37.389205,-76.665136,10.013688,0.000000,10.013688,-37.389205,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_short level=7930.000000, sweep_depth_bps=12.61, wick=0.59, close_loc=0.96, vol=1.46"
TRD-SIG-BT-0000000D,SIG-BT-0000000D,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578433620000,1578433800000,180000,8073.080000,8056.679486,8056.679486,8102.600926,0.453836,-7.443149,3.660135,0.000000,3.660135,-11.103285,1.800000,4,stop_loss,26.567117,-30.304907,-56.872024,9.989842,0.000000,9.989842,-30.304907,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=8061.000000, sweep_depth_bps=3.72, wick=0.85, close_loc=0.92, vol=2.76"
TRD-SIG-BT-0000000E,SIG-BT-0000000E,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578434220000,1578435540000,1320000,8030.740000,8006.142339,8006.142339,8075.015790,0.301919,-7.426494,2.420917,0.000000,2.420917,-9.847412,1.800000,23,stop_loss,45.132889,-40.614068,-85.746958,9.984685,0.000000,9.984685,-40.614068,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=8010.210000, sweep_depth_bps=4.01, wick=0.79, close_loc=0.79, vol=2.46"
TRD-SIG-BT-0000000F,SIG-BT-0000000F,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578435660000,1578435720000,60000,7968.140000,7999.966651,7950.458527,7999.966651,0.419180,13.341102,3.346757,0.000000,3.346757,9.994345,1.800000,2,take_profit,29.942385,29.922413,-0.019971,10.019971,0.000000,10.019971,29.922413,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=7961.660000, sweep_depth_bps=12.13, wick=0.62, close_loc=0.62, vol=2.81"
TRD-SIG-BT-00000010,SIG-BT-00000010,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578477180000,1578477840000,660000,8296.490000,8334.555162,8275.342688,8334.555162,0.351190,13.368087,2.920325,0.000000,2.920325,10.447762,1.800000,12,take_profit,35.881044,35.858103,-0.022941,10.022941,0.000000,10.022941,35.858103,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=8282.920000, sweep_depth_bps=8.21, wick=0.87, close_loc=0.97, vol=4.92"
TRD-SIG-BT-00000011,SIG-BT-00000011,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_short,short,1578478200000,1578480840000,2640000,8350.200000,8345.000000,8371.788735,8311.340277,0.344735,1.792621,2.877708,0.000000,2.877708,-1.085087,1.800000,45,time_exit,36.537475,-3.769491,-40.306966,9.996886,0.000000,9.996886,-3.769491,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_short level=8364.000000, sweep_depth_bps=9.90, wick=0.76, close_loc=0.91, vol=2.50"
TRD-SIG-BT-00000012,SIG-BT-00000012,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_short,short,1578490980000,1578492000000,1020000,8408.890000,8370.148653,8430.412970,8370.148653,0.345712,13.393366,2.900361,0.000000,2.900361,10.493005,1.800000,18,take_profit,36.071892,36.094927,0.023036,9.976964,0.000000,9.976964,36.094927,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_short level=8409.180000, sweep_depth_bps=22.34, wick=0.62, close_loc=0.62, vol=1.56"
TRD-SIG-BT-00000013,SIG-BT-00000013,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578492780000,1578495420000,2640000,8263.970000,8296.250000,8198.803234,8381.270179,0.114422,3.693536,0.947425,0.000000,0.947425,2.746110,1.800000,45,time_exit,131.941681,29.041599,-102.900082,10.019531,0.000000,10.019531,29.041599,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=8222.000000, sweep_depth_bps=25.42, wick=0.88, close_loc=1.00, vol=4.93"
TRD-SIG-BT-00000014,SIG-BT-00000014,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578501780000,1578501780000,0,8139.270000,8089.103693,8089.103693,8229.569353,0.148718,-7.460617,1.206723,0.000000,1.206723,-8.667341,1.800000,1,stop_loss,100.942816,-71.604080,-172.546896,9.969183,0.000000,9.969183,-71.604080,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=8106.190000, sweep_depth_bps=21.21, wick=0.53, close_loc=0.91, vol=1.94"
TRD-SIG-BT-00000015,SIG-BT-00000015,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578501960000,1578503520000,1560000,8095.320000,8049.808784,8049.808784,8177.240189,0.163644,-7.447616,1.321023,0.000000,1.321023,-8.768639,1.800000,27,stop_loss,91.194503,-66.191059,-157.385562,9.971890,0.000000,9.971890,-66.191059,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=8070.000000, sweep_depth_bps=21.12, wick=0.45, close_loc=0.94, vol=1.77"
TRD-SIG-BT-00000016,SIG-BT-00000016,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578515100000,1578515160000,60000,7885.020000,7916.374575,7867.600792,7916.374575,0.426797,13.382034,3.371993,0.000000,3.371993,10.010041,1.800000,2,take_profit,29.764737,29.744855,-0.019882,10.019882,0.000000,10.019882,29.744855,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=7882.690000, sweep_depth_bps=15.96, wick=0.84, close_loc=0.84, vol=1.59"
TRD-SIG-BT-00000017,SIG-BT-00000017,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578541980000,1578543240000,1260000,7952.170000,7936.049877,7936.049877,7981.186222,0.462123,-7.449479,3.671155,0.000000,3.671155,-11.120634,1.800000,22,stop_loss,26.488432,-30.261216,-56.749648,9.989864,0.000000,9.989864,-30.261216,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=7945.000000, sweep_depth_bps=10.03, wick=0.83, close_loc=1.00, vol=2.05"
TRD-SIG-BT-00000018,SIG-BT-00000018,2020-01,BTCUSDT,liquidity_sweep_reclaim_v1,sweep_reclaim_long,long,1578603240000,1578603600000,360000,7833.730000,7806.135495,7806.135495,7883.400108,0.269358,-7.432798,2.106361,0.000000,2.106361,-9.539158,1.800000,7,stop_loss,53.405438,-45.207631,-98.613069,9.982387,0.000000,9.982387,-45.207631,liquidity_sweep|level_reclaim|wick_rejection|volume_expansion|higher_tf_not_blocking|reward_risk_ok|expected_edge_ok,,"lsr_v1_long level=7814.000000, sweep_depth_bps=7.68, wick=0.81, close_loc=1.00, vol=3.34"
