key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
stop_loss,2852,0,2852,0.000000,-11820.827502,-8791.401742,3029.425760,0.000000,-4.144750,48.234340,-42.348420,9.556802
take_profit,1495,1495,0,100.000000,6905.514846,8580.186944,1674.672098,0.000000,4.619073,46.694947,46.690542,14.765217
time_exit,615,369,246,60.000000,367.614552,915.676687,548.062135,0.000000,0.597747,65.980010,9.066248,45.000000
