bucket,trades,wins,losses,win_rate,avg_expected_edge_bps,avg_actual_edge_bps,avg_edge_realization_bps,avg_total_cost_bps,avg_net_pnl_bps,net_pnl
edge_lt_0,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
edge_0_5,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
edge_5_10,21,5,16,23.809524,9.518644,-22.980298,-32.498942,17.806419,-22.980298,-384.711154
edge_10_15,80,25,55,31.250000,12.414442,-20.146616,-32.561058,17.435874,-20.146616,-1095.560104
edge_15_20,45,12,33,26.666667,17.424674,-22.858798,-40.283472,17.663549,-22.858798,-585.295966
edge_20_30,36,11,25,30.555556,23.640429,-21.315422,-44.955850,17.469915,-21.315422,-374.980868
edge_30_50,27,9,18,33.333333,35.518960,-20.388529,-55.907489,17.331499,-20.388529,-210.432442
edge_gte_50,0,0,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
