trade_id,signal_id,symbol,strategy_id,regime,side,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,qty,gross_pnl,fee,slippage,net_pnl,reward_risk,bars_held,exit_reason,entry_reason,filters_passed,filters_failed,expected_edge_bps,actual_edge_bps
TRD-SIG-BT-00000001,SIG-BT-00000001,BTCUSDT,ema_trend_pullback_v1,bearish,short,1704891360000,1704891480000,44610.276160,44765.736712,44756.785355,44141.446736,0.08531888,-13.263720,3.050184,4.189361,-20.503265,3.200000,3,stop_loss,etp_bearish_pullback_near_vwap_close_reclaim_or_wick,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_vwap|wick_rejection_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,92.094490,-53.869505
TRD-SIG-BT-00000002,SIG-BT-00000002,BTCUSDT,ema_trend_pullback_v1,bearish,short,1705072800000,1705073100000,44999.398320,44745.210076,45081.628163,44736.262824,0.15138959,38.481453,5.434560,4.079770,28.967124,3.200000,6,take_profit,etp_bearish_pullback_near_vwap_close_reclaim_or_wick,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_vwap|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,45.475337,42.520921
TRD-SIG-BT-00000003,SIG-BT-00000003,BTCUSDT,ema_trend_pullback_v1,bearish,short,1714548960000,1714549080000,57281.241460,57553.271526,57541.763173,56447.571978,0.04806187,-13.074273,2.207664,3.030962,-18.312899,3.200000,3,stop_loss,etp_bearish_pullback_near_vwap_close_reclaim_or_wick,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_vwap|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,132.539702,-66.518746
TRD-SIG-BT-00000004,SIG-BT-00000004,BTCUSDT,ema_trend_pullback_v1,bearish,short,1714550580000,1714551600000,57401.917320,56852.268613,57577.235097,56840.900433,0.07115866,39.112263,3.252070,2.442965,33.417228,3.200000,18,take_profit,etp_bearish_pullback_near_vwap_close_reclaim_or_wick,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_vwap|wick_rejection_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,84.734869,81.811865
TRD-SIG-BT-00000005,SIG-BT-00000005,BTCUSDT,ema_trend_pullback_v1,bearish,short,1714572240000,1714572360000,57295.238660,57418.990642,57407.509140,56935.973123,0.11186307,-13.843277,5.132914,7.052912,-26.029102,3.200000,3,stop_loss,etp_bearish_pullback_near_vwap_close_reclaim_or_wick,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_vwap|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,49.704257,-40.611958
TRD-SIG-BT-00000006,SIG-BT-00000006,BTCUSDT,ema_trend_pullback_v1,bearish,short,1714575780000,1714576140000,57303.836940,57045.402135,57388.162441,57033.995336,0.14816215,38.290257,6.776892,5.086499,26.426866,3.200000,7,take_profit,etp_bearish_pullback_near_vwap_close_reclaim_or_wick,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_vwap|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,34.089622,31.126098
TRD-SIG-BT-00000007,SIG-BT-00000007,BTCUSDT,ema_trend_pullback_v1,bearish,short,1714613700000,1714613760000,57274.542800,57039.933087,57351.422618,57028.527381,0.16337077,38.328369,7.470257,5.606528,25.251584,3.200000,2,take_profit,etp_bearish_pullback_near_vwap_close_reclaim_or_wick,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_vwap|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,29.953711,26.986878
TRD-SIG-BT-00000008,SIG-BT-00000008,BTCUSDT,ema_trend_pullback_v1,bearish,short,1719259140000,1719259200000,59230.151600,59384.812819,59372.938231,58773.234379,0.08840494,-13.672816,4.194460,5.762596,-23.629872,3.200000,2,stop_loss,etp_bearish_pullback_near_vwap_close_reclaim_or_wick,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_vwap|wick_rejection_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,64.142673,-45.127573
TRD-SIG-BT-00000009,SIG-BT-00000009,BTCUSDT,ema_trend_pullback_v1,bearish,short,1719260940000,1719261000000,59045.288580,58689.777422,59160.053194,58678.041814,0.10947598,38.919934,5.155665,3.870642,29.893627,3.200000,2,take_profit,etp_bearish_pullback_near_vwap_close_reclaim_or_wick,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_vwap|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,49.197472,46.246034
TRD-SIG-BT-0000000A,SIG-BT-0000000A,BTCUSDT,ema_trend_pullback_v1,bearish,short,1720057740000,1720057740000,59117.574120,59295.151883,59283.295224,58587.266587,0.07626490,-13.542950,3.612294,4.962164,-22.117407,3.200000,1,stop_loss,etp_bearish_pullback_near_vwap_close_reclaim_or_wick,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_vwap|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,76.703872,-49.056088
