trade_id,signal_id,symbol,strategy_id,regime,side,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,qty,position_size_usd,entry_notional_usd,exit_notional_usd,avg_notional_usd,round_trip_notional_usd,fee_bps_on_combined_notional,fee_bps_on_entry_notional,equity_at_entry_usd,risk_amount_usd,risk_per_unit_usd,stop_distance_bps,risk_pct_of_equity,leverage_used,gross_pnl,fee,slippage,net_pnl,reward_risk,bars_held,exit_reason,entry_reason,filters_passed,filters_failed,expected_edge_bps,actual_edge_bps
TRD-SIG-BT-0000000B,SIG-BT-0000000B,BTCUSDT,ema_trend_pullback_v1,bearish,short,1584059820000,1584060240000,4683.920000,4575.735712,4756.042859,4575.735712,0.10417122,487.929644,487.929644,476.659955,482.294800,964.589599,5.000000,9.884515,5008.750622,7.513126,72.122859,153.979698,0.150000,0.097415,11.269689,0.482295,0.000000,10.787394,1.500000,8,take_profit,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,220.969547,221.085032
TRD-SIG-BT-0000000C,SIG-BT-0000000C,BTCUSDT,ema_trend_pullback_v1,bearish,short,1584062100000,1584062100000,4542.470000,4596.053018,4596.053018,4462.095473,0.14051667,638.292736,638.292736,645.822043,642.057390,1284.114780,5.000000,10.058980,5019.538017,7.529307,53.583018,117.960093,0.150000,0.127162,-7.529307,0.642057,0.000000,-8.171364,1.500000,1,stop_loss,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,166.940139,-128.019073
TRD-SIG-BT-0000000D,SIG-BT-0000000D,BTCUSDT,ema_trend_pullback_v1,bearish,short,1584063060000,1584063120000,4533.070000,4576.978815,4576.978815,4467.206778,0.17119683,776.047219,776.047219,783.564269,779.805744,1559.611488,5.000000,10.048432,5011.366652,7.517050,43.908815,96.863307,0.150000,0.154857,-7.517050,0.779806,0.000000,-8.296856,1.500000,2,stop_loss,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,135.294960,-106.911738
TRD-SIG-BT-0000000E,SIG-BT-0000000E,BTCUSDT,ema_trend_pullback_v1,bearish,short,1584063540000,1584063600000,4538.750000,4582.339386,4582.339386,4473.365921,0.17216587,781.417857,781.417857,788.922461,785.170159,1570.340318,5.000000,10.048019,5003.069796,7.504605,43.589386,96.038306,0.150000,0.156188,-7.504605,0.785170,0.000000,-8.289775,1.500000,2,stop_loss,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,134.057458,-106.086325
TRD-SIG-BT-0000000F,SIG-BT-0000000F,BTCUSDT,ema_trend_pullback_v1,bearish,short,1584115440000,1584115860000,5111.120000,5187.838247,5187.838247,4996.042629,0.09765825,499.143053,499.143053,506.635223,502.889138,1005.778275,5.000000,10.075050,4994.780022,7.492170,76.718247,150.100657,0.150000,0.099933,-7.492170,0.502889,0.000000,-7.995059,1.500000,8,stop_loss,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,215.150986,-160.175708
TRD-SIG-BT-00000010,SIG-BT-00000010,BTCUSDT,ema_trend_pullback_v1,bearish,short,1584123720000,1584123900000,5038.180000,5084.284534,5084.284534,4969.023200,0.16224386,817.413766,817.413766,824.893944,821.153855,1642.307710,5.000000,10.045755,4986.784962,7.480177,46.104534,91.510294,0.150000,0.163916,-7.480177,0.821154,0.000000,-8.301331,1.500000,4,stop_loss,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,127.265442,-101.556050
TRD-SIG-BT-00000011,SIG-BT-00000011,BTCUSDT,ema_trend_pullback_v1,bearish,short,1584124080000,1584124200000,5051.200000,5093.648883,5093.648883,4987.526676,0.17592278,888.621144,888.621144,896.088870,892.355007,1784.710014,5.000000,10.042019,4978.483631,7.467725,42.448883,84.037224,0.150000,0.178492,-7.467725,0.892355,0.000000,-8.360080,1.500000,3,stop_loss,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,116.055837,-94.079243
TRD-SIG-BT-00000012,SIG-BT-00000012,BTCUSDT,ema_trend_pullback_v1,bearish,short,1584124380000,1584124380000,5028.280000,5067.499637,5067.499637,4969.450544,0.19008807,955.816066,955.816066,963.271251,959.543658,1919.087317,5.000000,10.038999,4970.123551,7.455185,39.219637,77.998117,0.150000,0.192312,-7.455185,0.959544,0.000000,-8.414729,1.500000,1,stop_loss,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,106.997175,-88.037116
TRD-SIG-BT-00000013,SIG-BT-00000013,BTCUSDT,ema_trend_pullback_v1,bearish,short,1584128400000,1584128520000,4994.680000,5058.934605,5058.934605,4898.298093,0.11582926,578.530080,578.530080,585.972643,582.251362,1164.502723,5.000000,10.064323,4961.708822,7.442563,64.254605,128.646089,0.150000,0.116599,-7.442563,0.582251,0.000000,-8.024815,1.500000,3,stop_loss,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,182.969134,-138.710412
TRD-SIG-BT-00000014,SIG-BT-00000014,BTCUSDT,ema_trend_pullback_v1,bearish,short,1584175260000,1584175380000,5318.410000,5283.089326,5341.957116,5283.089326,0.31555992,1678.277042,1678.277042,1667.131253,1672.704148,3345.408295,5.000000,9.966794,4953.684007,7.430526,23.547116,44.274728,0.150000,0.338794,11.145789,1.672704,0.000000,9.473085,1.500000,3,take_profit,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,56.412092,56.445299
TRD-SIG-BT-00000015,SIG-BT-00000015,BTCUSDT,ema_trend_pullback_v1,bearish,short,1584229560000,1584229860000,5130.780000,5165.139122,5165.139122,5079.241317,0.21667421,1111.707709,1111.707709,1119.152444,1115.430077,2230.860153,5.000000,10.033483,4963.157092,7.444736,34.359122,66.966664,0.150000,0.223992,-7.444736,1.115430,0.000000,-8.560166,1.500000,6,stop_loss,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,90.449996,-77.000147
TRD-SIG-BT-00000016,SIG-BT-00000016,BTCUSDT,ema_trend_pullback_v1,bearish,short,1584231480000,1584231660000,5126.080000,5152.183392,5152.183392,5086.924911,0.28470994,1459.445945,1459.445945,1466.877841,1463.161893,2926.323786,5.000000,10.025461,4954.596926,7.431895,26.103392,50.922718,0.150000,0.294564,-7.431895,1.463162,0.000000,-8.895057,1.500000,4,stop_loss,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,66.384077,-60.948179
TRD-SIG-BT-00000017,SIG-BT-00000017,BTCUSDT,ema_trend_pullback_v1,bearish,short,1584342060000,1584343440000,4989.510000,4955.207661,5012.378226,4955.207661,0.32440439,1618.618945,1618.618945,1607.491116,1613.055030,3226.110061,5.000000,9.965626,4945.701869,7.418553,22.868226,45.832608,0.150000,0.327278,11.127829,1.613055,0.000000,9.514774,1.500000,24,take_profit,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,58.748912,58.783287
TRD-SIG-BT-00000018,SIG-BT-00000018,BTCUSDT,ema_trend_pullback_v1,bearish,short,1584359340000,1584359520000,4529.050000,4550.720771,4550.720771,4496.543844,0.34298849,1553.412021,1553.412021,1560.844846,1557.128434,3114.256868,5.000000,10.023924,4955.216643,7.432825,21.670771,47.848381,0.150000,0.313490,-7.432825,1.557128,0.000000,-8.989953,1.500000,4,stop_loss,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,61.772571,-57.872305
TRD-SIG-BT-00000019,SIG-BT-00000019,BTCUSDT,ema_trend_pullback_v1,bearish,short,1584360060000,1584360120000,4530.960000,4550.353501,4550.353501,4501.869749,0.38256837,1733.401994,1733.401994,1740.821334,1737.111664,3474.223328,5.000000,10.021401,4946.226690,7.419340,19.393501,42.802189,0.150000,0.350449,-7.419340,1.737112,0.000000,-9.156452,1.500000,2,stop_loss,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,54.203284,-52.823590
TRD-SIG-BT-0000001A,SIG-BT-0000001A,BTCUSDT,ema_trend_pullback_v1,bullish,long,1584464520000,1584464820000,5358.010000,5338.285947,5338.285947,5387.596080,0.37546062,2011.721770,2011.721770,2004.316165,2008.018968,4016.037935,5.000000,9.981594,4937.070238,7.405605,19.724053,36.812274,0.150000,0.407473,-7.405605,2.008019,0.000000,-9.413624,1.500000,6,stop_loss,etp_bullish_pullback_near_ema21_close_reclaim,15m_trend_bullish|5m_confirmation_bullish|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,45.218411,-46.793868
TRD-SIG-BT-0000001B,SIG-BT-0000001B,BTCUSDT,ema_trend_pullback_v1,bullish,long,1584470400000,1584470640000,5392.720000,5374.701929,5374.701929,5419.747107,0.41022620,2212.235048,2212.235048,2204.843563,2208.539306,4417.078612,5.000000,9.983294,4927.656614,7.391485,18.018071,33.411843,0.150000,0.448943,-7.391485,2.208539,0.000000,-9.600024,1.500000,5,stop_loss,etp_bullish_pullback_near_ema21_close_reclaim,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,40.117764,-43.395137
TRD-SIG-BT-0000001C,SIG-BT-0000001C,BTCUSDT,ema_trend_pullback_v1,bullish,long,1584626520000,1584626640000,5810.040000,5786.878489,5786.878489,5844.782266,0.31850621,1850.533793,1850.533793,1843.156708,1846.845250,3693.690500,5.000000,9.980068,4918.056589,7.377085,23.161511,39.864632,0.150000,0.376273,-7.377085,1.846845,0.000000,-9.223930,1.500000,3,stop_loss,etp_bullish_pullback_near_ema21_close_reclaim,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,49.796948,-49.844700
TRD-SIG-BT-0000001D,SIG-BT-0000001D,BTCUSDT,ema_trend_pullback_v1,bullish,long,1584633240000,1584633600000,5886.180000,5918.880211,5864.379859,5918.880211,0.33776153,1988.125187,1988.125187,1999.170060,1993.647623,3987.295247,5.000000,10.027777,4908.832659,7.363249,21.800141,37.036144,0.150000,0.405010,11.044873,1.993648,0.000000,9.051226,1.500000,7,take_profit,etp_bullish_pullback_near_ema21_close_reclaim,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,45.554215,45.526438
TRD-SIG-BT-0000001E,SIG-BT-0000001E,BTCUSDT,ema_trend_pullback_v1,bullish,long,1584643500000,1584643620000,6215.550000,6193.065689,6193.065689,6249.276467,0.32808770,2039.245487,2039.245487,2031.868662,2035.557074,4071.114149,5.000000,9.981913,4917.883885,7.376826,22.484311,36.174290,0.150000,0.414659,-7.376826,2.035557,0.000000,-9.412383,1.500000,3,stop_loss,etp_bullish_pullback_near_ema21_close_reclaim,15m_trend_bullish|5m_confirmation_bullish|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,44.261435,-46.156203
TRD-SIG-BT-0000001F,SIG-BT-0000001F,BTCUSDT,ema_trend_pullback_v1,bullish,long,1584694860000,1584695340000,6628.180000,6677.882432,6595.045046,6677.882432,0.22220363,1472.805674,1472.805674,1483.849735,1478.327704,2956.655408,5.000000,10.037493,4908.471502,7.362707,33.134954,49.991030,0.150000,0.300054,11.044061,1.478328,0.000000,9.565733,1.500000,9,take_profit,etp_bullish_pullback_near_ema21_close_reclaim,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,64.986545,64.949052
TRD-SIG-BT-00000020,SIG-BT-00000020,BTCUSDT,ema_trend_pullback_v1,bullish,long,1584714720000,1584714720000,6662.440000,6637.715825,6637.715825,6699.526263,0.29837419,1987.900145,1987.900145,1980.523089,1984.211617,3968.423234,5.000000,9.981445,4918.037235,7.377056,24.724175,37.109791,0.150000,0.404206,-7.377056,1.984212,0.000000,-9.361267,1.500000,1,stop_loss,etp_bullish_pullback_near_ema21_close_reclaim,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,45.664686,-47.091236
TRD-SIG-BT-00000021,SIG-BT-00000021,BTCUSDT,ema_trend_pullback_v1,bullish,long,1584717000000,1584717060000,6615.990000,6592.829129,6592.829129,6650.731306,0.31790747,2103.272671,2103.272671,2095.909657,2099.591164,4199.182329,5.000000,9.982496,4908.675968,7.363014,23.160871,35.007415,0.150000,0.428481,-7.363014,2.099591,0.000000,-9.462605,1.500000,2,stop_loss,etp_bullish_pullback_near_ema21_close_reclaim,15m_trend_bullish|5m_confirmation_bullish|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,42.511123,-44.989911
TRD-SIG-BT-00000022,SIG-BT-00000022,BTCUSDT,ema_trend_pullback_v1,bearish,short,1584909480000,1584910440000,5864.840000,5884.435717,5884.435717,5835.446425,0.37502176,2199.442601,2199.442601,2206.791421,2203.117011,4406.234022,5.000000,10.016706,4899.213363,7.348820,19.595717,33.412193,0.150000,0.448938,-7.348820,2.203117,0.000000,-9.551937,1.500000,17,stop_loss,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,40.118289,-43.428899
TRD-SIG-BT-00000023,SIG-BT-00000023,BTCUSDT,ema_trend_pullback_v1,bearish,short,1584918300000,1584918420000,5848.390000,5875.254961,5875.254961,5808.092559,0.27301332,1596.688381,1596.688381,1604.022873,1600.355627,3200.711254,5.000000,10.022968,4889.661426,7.334492,26.864961,45.935652,0.150000,0.326544,-7.334492,1.600356,0.000000,-8.934848,1.500000,3,stop_loss,etp_bearish_pullback_near_ema21_close_reclaim,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_ema21|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,58.903478,-55.958620
TRD-SIG-BT-00000024,SIG-BT-00000024,BTCUSDT,ema_trend_pullback_v1,bullish,long,1584983580000,1584984300000,6330.930000,6307.609396,6307.609396,6365.910907,0.31393225,1987.483107,1987.483107,1980.162017,1983.822562,3967.645124,5.000000,9.981582,4880.726578,7.321090,23.320604,36.835985,0.150000,0.407210,-7.321090,1.983823,0.000000,-9.304912,1.500000,13,stop_loss,etp_bullish_pullback_near_ema21_close_reclaim,15m_trend_bullish|5m_confirmation_bullish|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,45.253978,-46.817567
TRD-SIG-BT-00000025,SIG-BT-00000025,BTCUSDT,ema_trend_pullback_v1,bullish,long,1584994080000,1584994260000,6329.020000,6304.811033,6304.811033,6365.333451,0.30183578,1910.324679,1910.324679,1903.017546,1906.671113,3813.342225,5.000000,9.980875,4871.421666,7.307132,24.208967,38.250736,0.150000,0.392149,-7.307132,1.906671,0.000000,-9.213804,1.500000,4,stop_loss,etp_bullish_pullback_near_ema21_close_reclaim,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,47.376104,-48.231611
TRD-SIG-BT-00000026,SIG-BT-00000026,BTCUSDT,ema_trend_pullback_v1,bullish,long,1585129560000,1585129860000,6890.990000,6864.978588,6864.978588,6930.007118,0.28038892,1932.157274,1932.157274,1924.863962,1928.510618,3857.021237,5.000000,9.981127,4862.207862,7.293312,26.011412,37.746988,0.150000,0.397383,-7.293312,1.928511,0.000000,-9.221822,1.500000,6,stop_loss,etp_bullish_pullback_near_ema21_close_reclaim,15m_trend_bullish|5m_confirmation_bullish|1m_ema_alignment_long|pullback_near_ema21|close_reclaim_long|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,46.620482,-47.728115
