key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
passed:atr_bps_in_range,58,16,42,27.586207,-135.730822,-72.372661,63.358161,0.000000,-2.340187,144.969608,-17.671949,4.706897
passed:confidence_ok,58,16,42,27.586207,-135.730822,-72.372661,63.358161,0.000000,-2.340187,144.969608,-17.671949,4.706897
passed:confirmation_bearish_or_allowed_neutral,14,6,8,42.857143,9.840551,24.194323,14.353772,0.000000,0.702896,162.802323,25.274700,5.357143
passed:confirmation_bullish_or_allowed_neutral,44,10,34,22.727273,-145.571373,-96.566984,49.004388,0.000000,-3.308440,139.295562,-31.336793,4.500000
passed:direction_enabled,58,16,42,27.586207,-135.730822,-72.372661,63.358161,0.000000,-2.340187,144.969608,-17.671949,4.706897
passed:ema_ribbon_long,44,10,34,22.727273,-145.571373,-96.566984,49.004388,0.000000,-3.308440,139.295562,-31.336793,4.500000
passed:ema_ribbon_short,14,6,8,42.857143,9.840551,24.194323,14.353772,0.000000,0.702896,162.802323,25.274700,5.357143
passed:expected_net_edge_ok,58,16,42,27.586207,-135.730822,-72.372661,63.358161,0.000000,-2.340187,144.969608,-17.671949,4.706897
passed:expected_reward_ok,58,16,42,27.586207,-135.730822,-72.372661,63.358161,0.000000,-2.340187,144.969608,-17.671949,4.706897
passed:momentum_trigger_ok,58,16,42,27.586207,-135.730822,-72.372661,63.358161,0.000000,-2.340187,144.969608,-17.671949,4.706897
passed:near_vwap_or_ema21,58,16,42,27.586207,-135.730822,-72.372661,63.358161,0.000000,-2.340187,144.969608,-17.671949,4.706897
passed:screening_bearish,14,6,8,42.857143,9.840551,24.194323,14.353772,0.000000,0.702896,162.802323,25.274700,5.357143
passed:screening_bullish,44,10,34,22.727273,-145.571373,-96.566984,49.004388,0.000000,-3.308440,139.295562,-31.336793,4.500000
passed:trigger_body_atr_ok,58,16,42,27.586207,-135.730822,-72.372661,63.358161,0.000000,-2.340187,144.969608,-17.671949,4.706897
passed:trigger_body_ratio_ok,58,16,42,27.586207,-135.730822,-72.372661,63.358161,0.000000,-2.340187,144.969608,-17.671949,4.706897
passed:trigger_close_location_ok,58,16,42,27.586207,-135.730822,-72.372661,63.358161,0.000000,-2.340187,144.969608,-17.671949,4.706897
passed:volume_ratio_ok,58,16,42,27.586207,-135.730822,-72.372661,63.358161,0.000000,-2.340187,144.969608,-17.671949,4.706897
