trade_id,signal_id,symbol,strategy_id,regime,side,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,qty,gross_pnl,fee,slippage,net_pnl,reward_risk,bars_held,exit_reason,entry_reason,filters_passed,filters_failed,expected_edge_bps,actual_edge_bps
TRD-SIG-BT-00000001,SIG-BT-00000001,BTCUSDT,mean_revert_v1,bearish,short,1579917180000,1579917360000,8277.634142,8288.054942,8286.397662,8255.160132,0.57054698,-5.945556,3.780602,5.196246,-14.922403,2.564496,4,stop_loss,"mean_revert_v1_confirmed ext_atr=2.56, wick=0.46, close_location=0.61, reversal_progress_atr=0.37, vol=2.63, atr_bps=10.6",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,14.150282,-31.596657
TRD-SIG-BT-00000002,SIG-BT-00000002,BTCUSDT,mean_revert_v1,neutral,long,1582805400000,1582805460000,8894.128470,8881.306001,8883.082617,8918.668893,0.45130763,-5.786878,3.208876,4.414229,-13.409983,2.221687,2,stop_loss,"mean_revert_v1_confirmed ext_atr=-2.22, wick=0.57, close_location=0.77, reversal_progress_atr=0.25, vol=1.45, atr_bps=12.4",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,14.591712,-33.408129
TRD-SIG-BT-00000003,SIG-BT-00000003,BTCUSDT,mean_revert_v1,bearish,long,1582849680000,1582849740000,8884.476540,8870.575007,8872.349477,8910.880264,0.40996470,-5.699138,2.911578,4.005414,-12.616129,2.177256,2,stop_loss,"mean_revert_v1_confirmed ext_atr=-2.18, wick=0.39, close_location=0.82, reversal_progress_atr=1.05, vol=5.82, atr_bps=13.7",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,16.718941,-34.637602
TRD-SIG-BT-00000004,SIG-BT-00000004,BTCUSDT,mean_revert_v1,bullish,long,1583169300000,1583169300000,8885.066658,8874.152361,8875.927546,8920.040893,0.54261854,-5.922300,3.854593,5.302137,-15.079030,3.826875,1,stop_loss,"mean_revert_v1_confirmed ext_atr=-3.83, wick=0.37, close_location=1.00, reversal_progress_atr=0.64, vol=1.48, atr_bps=10.3",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,26.362940,-31.276496
TRD-SIG-BT-00000005,SIG-BT-00000005,BTCUSDT,mean_revert_v1,bullish,long,1586255760000,1586256780000,7411.241952,7430.563590,7400.591566,7456.524153,0.46420594,8.969219,2.755862,2.066000,4.147358,4.251696,18,time_exit,"mean_revert_v1_confirmed ext_atr=-4.25, wick=0.46, close_location=0.90, reversal_progress_atr=0.52, vol=1.55, atr_bps=14.4",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,48.099343,12.055072
TRD-SIG-BT-00000006,SIG-BT-00000006,BTCUSDT,mean_revert_v1,bearish,short,1652092500000,1652092680000,33087.781120,33170.952205,33164.319341,32792.778698,0.06464900,-5.376928,1.713424,2.354077,-9.444429,3.854315,4,stop_loss,"mean_revert_v1_confirmed ext_atr=3.85, wick=0.46, close_location=0.68, reversal_progress_atr=0.25, vol=2.26, atr_bps=23.1",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,76.157511,-44.151576
TRD-SIG-BT-00000007,SIG-BT-00000007,BTCUSDT,mean_revert_v1,bearish,short,1652101260000,1652101440000,32825.433600,32882.503883,32875.928697,32644.699395,0.09780505,-5.581762,2.570627,3.532659,-11.685048,3.579243,4,stop_loss,"mean_revert_v1_confirmed ext_atr=3.58, wick=0.58, close_location=1.00, reversal_progress_atr=0.53, vol=1.88, atr_bps=15.4",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,42.059198,-36.396426
TRD-SIG-BT-00000008,SIG-BT-00000008,BTCUSDT,mean_revert_v1,neutral,long,1652159280000,1652159400000,31514.001540,31423.858726,31430.144755,31810.348764,0.05875482,-5.296325,1.479161,2.035700,-8.811186,3.533968,3,stop_loss,"mean_revert_v1_confirmed ext_atr=-3.53, wick=0.36, close_location=0.74, reversal_progress_atr=0.42, vol=1.23, atr_bps=26.6",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,81.036685,-47.586889
TRD-SIG-BT-00000009,SIG-BT-00000009,BTCUSDT,mean_revert_v1,neutral,long,1652161560000,1652161560000,31767.752280,31940.496420,31695.168471,31946.885797,0.06775863,11.704906,1.726713,1.293865,8.684327,2.467954,1,take_profit,"mean_revert_v1_confirmed ext_atr=-2.47, wick=0.53, close_location=0.92, reversal_progress_atr=0.52, vol=1.33, atr_bps=22.9",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,43.388477,40.344571
TRD-SIG-BT-00000010,SIG-BT-00000010,BTCUSDT,mean_revert_v1,neutral,long,1652189820000,1652190120000,31846.568040,31718.129401,31724.474296,32185.163752,0.04035312,-5.182900,1.026014,1.412582,-7.621496,2.773244,6,stop_loss,"mean_revert_v1_confirmed ext_atr=-2.77, wick=0.50, close_location=0.97, reversal_progress_atr=0.78, vol=1.78, atr_bps=38.3",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,93.320942,-59.306249
TRD-SIG-BT-00000011,SIG-BT-00000011,BTCUSDT,mean_revert_v1,neutral,long,1652259600000,1652259600000,31398.978540,31271.314607,31277.570121,31694.937539,0.04051813,-5.172704,1.015713,1.398416,-7.586833,2.437714,1,stop_loss,"mean_revert_v1_confirmed ext_atr=-2.44, wick=0.55, close_location=0.81, reversal_progress_atr=0.36, vol=2.81, atr_bps=38.7",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,81.257524,-59.634229
TRD-SIG-BT-00000012,SIG-BT-00000012,BTCUSDT,mean_revert_v1,neutral,long,1652261760000,1652261760000,31623.623460,31531.106525,31537.414007,31848.745673,0.05697351,-5.271015,1.439259,1.980825,-8.691099,2.611340,1,stop_loss,"mean_revert_v1_confirmed ext_atr=-2.61, wick=0.42, close_location=0.97, reversal_progress_atr=0.66, vol=1.45, atr_bps=27.3",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,58.187988,-48.238086
TRD-SIG-BT-00000013,SIG-BT-00000013,BTCUSDT,mean_revert_v1,neutral,long,1652411220000,1652411220000,30718.642500,30578.393120,30584.510022,31225.090148,0.03655315,-5.126556,0.896240,1.234124,-7.256920,3.775727,1,stop_loss,"mean_revert_v1_confirmed ext_atr=-3.78, wick=0.42, close_location=0.90, reversal_progress_atr=1.30, vol=5.29, atr_bps=43.7",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,151.866546,-64.628717
TRD-SIG-BT-00000014,SIG-BT-00000014,BTCUSDT,mean_revert_v1,bullish,long,1653942420000,1653942660000,31190.536860,31077.519907,31083.736654,31562.273904,0.04583987,-5.180682,1.141744,1.571711,-7.894136,3.480677,5,stop_loss,"mean_revert_v1_confirmed ext_atr=-3.48, wick=0.67, close_location=0.88, reversal_progress_atr=0.24, vol=1.22, atr_bps=34.2",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,106.182637,-55.212631
