key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
passed:atr_bps_in_range,213,76,137,35.680751,-515.341906,-168.245566,347.096340,0.000000,-2.419446,59.951152,-14.357510,4.093897
passed:confidence_ok,213,76,137,35.680751,-515.341906,-168.245566,347.096340,0.000000,-2.419446,59.951152,-14.357510,4.093897
passed:confirmation_bearish_or_allowed_neutral,62,28,34,45.161290,-38.329960,51.110326,89.440287,0.000000,-0.618225,74.259549,-3.186288,4.032258
passed:confirmation_bullish_or_allowed_neutral,151,48,103,31.788079,-477.011945,-219.355893,257.656053,0.000000,-3.159020,54.076181,-18.944370,4.119205
passed:direction_enabled,213,76,137,35.680751,-515.341906,-168.245566,347.096340,0.000000,-2.419446,59.951152,-14.357510,4.093897
passed:expected_net_edge_ok,213,76,137,35.680751,-515.341906,-168.245566,347.096340,0.000000,-2.419446,59.951152,-14.357510,4.093897
passed:expected_reward_ok,213,76,137,35.680751,-515.341906,-168.245566,347.096340,0.000000,-2.419446,59.951152,-14.357510,4.093897
passed:momentum_trigger_ok,213,76,137,35.680751,-515.341906,-168.245566,347.096340,0.000000,-2.419446,59.951152,-14.357510,4.093897
passed:near_vwap_or_ema21,213,76,137,35.680751,-515.341906,-168.245566,347.096340,0.000000,-2.419446,59.951152,-14.357510,4.093897
passed:screening_bearish,62,28,34,45.161290,-38.329960,51.110326,89.440287,0.000000,-0.618225,74.259549,-3.186288,4.032258
passed:screening_bullish,151,48,103,31.788079,-477.011945,-219.355893,257.656053,0.000000,-3.159020,54.076181,-18.944370,4.119205
passed:trigger_body_atr_ok,213,76,137,35.680751,-515.341906,-168.245566,347.096340,0.000000,-2.419446,59.951152,-14.357510,4.093897
passed:trigger_body_ratio_ok,213,76,137,35.680751,-515.341906,-168.245566,347.096340,0.000000,-2.419446,59.951152,-14.357510,4.093897
passed:trigger_close_location_ok,213,76,137,35.680751,-515.341906,-168.245566,347.096340,0.000000,-2.419446,59.951152,-14.357510,4.093897
passed:volume_ratio_ok,213,76,137,35.680751,-515.341906,-168.245566,347.096340,0.000000,-2.419446,59.951152,-14.357510,4.093897
