key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
passed:atr_bps_in_range,1308,574,734,43.883792,-3097.711309,-279.574642,2818.136667,0.000000,-2.368281,19.704501,-11.455838,3.917431
passed:confidence_ok,1308,574,734,43.883792,-3097.711309,-279.574642,2818.136667,0.000000,-2.368281,19.704501,-11.455838,3.917431
passed:confirmation_bearish_or_allowed_neutral,359,165,194,45.961003,-660.963718,-29.928047,631.035671,0.000000,-1.841125,28.809501,-11.973746,3.905292
passed:confirmation_bullish_or_allowed_neutral,949,409,540,43.097998,-2436.747591,-249.646594,2187.100997,0.000000,-2.567700,16.260144,-11.259917,3.922023
passed:direction_enabled,1308,574,734,43.883792,-3097.711309,-279.574642,2818.136667,0.000000,-2.368281,19.704501,-11.455838,3.917431
passed:expected_net_edge_ok,1308,574,734,43.883792,-3097.711309,-279.574642,2818.136667,0.000000,-2.368281,19.704501,-11.455838,3.917431
passed:expected_reward_ok,1308,574,734,43.883792,-3097.711309,-279.574642,2818.136667,0.000000,-2.368281,19.704501,-11.455838,3.917431
passed:momentum_trigger_ok,1308,574,734,43.883792,-3097.711309,-279.574642,2818.136667,0.000000,-2.368281,19.704501,-11.455838,3.917431
passed:near_vwap_or_ema21,1308,574,734,43.883792,-3097.711309,-279.574642,2818.136667,0.000000,-2.368281,19.704501,-11.455838,3.917431
passed:screening_bearish,359,165,194,45.961003,-660.963718,-29.928047,631.035671,0.000000,-1.841125,28.809501,-11.973746,3.905292
passed:screening_bullish,949,409,540,43.097998,-2436.747591,-249.646594,2187.100997,0.000000,-2.567700,16.260144,-11.259917,3.922023
passed:trigger_body_atr_ok,1308,574,734,43.883792,-3097.711309,-279.574642,2818.136667,0.000000,-2.368281,19.704501,-11.455838,3.917431
passed:trigger_body_ratio_ok,1308,574,734,43.883792,-3097.711309,-279.574642,2818.136667,0.000000,-2.368281,19.704501,-11.455838,3.917431
passed:trigger_close_location_ok,1308,574,734,43.883792,-3097.711309,-279.574642,2818.136667,0.000000,-2.368281,19.704501,-11.455838,3.917431
passed:volume_ratio_ok,1308,574,734,43.883792,-3097.711309,-279.574642,2818.136667,0.000000,-2.368281,19.704501,-11.455838,3.917431
