key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
passed:atr_bps_in_range,130,52,78,40.000000,-49.639357,119.826883,169.466240,0.000000,-0.381841,98.449480,-2.766370,4.123077
passed:confidence_ok,130,52,78,40.000000,-49.639357,119.826883,169.466240,0.000000,-0.381841,98.449480,-2.766370,4.123077
passed:confirmation_bearish_or_allowed_neutral,36,11,25,30.555556,-85.612987,-39.141661,46.471326,0.000000,-2.378139,105.116113,-4.217318,3.583333
passed:confirmation_bullish_or_allowed_neutral,94,41,53,43.617021,35.973630,158.968544,122.994914,0.000000,0.382698,95.896302,-2.210688,4.329787
passed:direction_enabled,130,52,78,40.000000,-49.639357,119.826883,169.466240,0.000000,-0.381841,98.449480,-2.766370,4.123077
passed:ema_ribbon_long,94,41,53,43.617021,35.973630,158.968544,122.994914,0.000000,0.382698,95.896302,-2.210688,4.329787
passed:ema_ribbon_short,36,11,25,30.555556,-85.612987,-39.141661,46.471326,0.000000,-2.378139,105.116113,-4.217318,3.583333
passed:expected_net_edge_ok,130,52,78,40.000000,-49.639357,119.826883,169.466240,0.000000,-0.381841,98.449480,-2.766370,4.123077
passed:expected_reward_ok,130,52,78,40.000000,-49.639357,119.826883,169.466240,0.000000,-0.381841,98.449480,-2.766370,4.123077
passed:momentum_trigger_ok,130,52,78,40.000000,-49.639357,119.826883,169.466240,0.000000,-0.381841,98.449480,-2.766370,4.123077
passed:near_vwap_or_ema21,130,52,78,40.000000,-49.639357,119.826883,169.466240,0.000000,-0.381841,98.449480,-2.766370,4.123077
passed:screening_bearish,36,11,25,30.555556,-85.612987,-39.141661,46.471326,0.000000,-2.378139,105.116113,-4.217318,3.583333
passed:screening_bullish,94,41,53,43.617021,35.973630,158.968544,122.994914,0.000000,0.382698,95.896302,-2.210688,4.329787
passed:trigger_body_atr_ok,130,52,78,40.000000,-49.639357,119.826883,169.466240,0.000000,-0.381841,98.449480,-2.766370,4.123077
passed:trigger_body_ratio_ok,130,52,78,40.000000,-49.639357,119.826883,169.466240,0.000000,-0.381841,98.449480,-2.766370,4.123077
passed:trigger_close_location_ok,130,52,78,40.000000,-49.639357,119.826883,169.466240,0.000000,-0.381841,98.449480,-2.766370,4.123077
passed:volume_ratio_ok,130,52,78,40.000000,-49.639357,119.826883,169.466240,0.000000,-0.381841,98.449480,-2.766370,4.123077
