key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
stop_loss,81,0,81,0.000000,-824.788755,-570.847491,253.941264,0.000000,-10.182577,64.044026,-38.319509,5.629630
take_profit,21,21,0,100.000000,268.755265,334.687535,65.932270,0.000000,12.797870,47.192874,47.203551,6.142857
time_exit,2,2,0,100.000000,20.496810,25.955494,5.458684,0.000000,10.248405,83.307610,38.129621,36.000000
