key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
passed:15m_trend_bearish,75,30,45,40.000000,-8.371831,79.772360,88.144190,0.000000,-0.111624,120.011315,-0.323498,5.360000
passed:15m_trend_bullish,99,39,60,39.393939,-47.537250,78.757311,126.294560,0.000000,-0.480174,104.269821,-5.628456,6.454545
passed:1m_ema_alignment_long,99,39,60,39.393939,-47.537250,78.757311,126.294560,0.000000,-0.480174,104.269821,-5.628456,6.454545
passed:1m_ema_alignment_short,75,30,45,40.000000,-8.371831,79.772360,88.144190,0.000000,-0.111624,120.011315,-0.323498,5.360000
passed:5m_confirmation_bearish,75,30,45,40.000000,-8.371831,79.772360,88.144190,0.000000,-0.111624,120.011315,-0.323498,5.360000
passed:5m_confirmation_bullish,99,39,60,39.393939,-47.537250,78.757311,126.294560,0.000000,-0.480174,104.269821,-5.628456,6.454545
passed:atr_bps_in_range,174,69,105,39.655172,-55.909080,158.529671,214.438751,0.000000,-0.321317,111.054948,-3.341836,5.982759
passed:close_reclaim_long,99,39,60,39.393939,-47.537250,78.757311,126.294560,0.000000,-0.480174,104.269821,-5.628456,6.454545
passed:close_reclaim_short,75,30,45,40.000000,-8.371831,79.772360,88.144190,0.000000,-0.111624,120.011315,-0.323498,5.360000
passed:confidence_ok,174,69,105,39.655172,-55.909080,158.529671,214.438751,0.000000,-0.321317,111.054948,-3.341836,5.982759
passed:direction_enabled,174,69,105,39.655172,-55.909080,158.529671,214.438751,0.000000,-0.321317,111.054948,-3.341836,5.982759
passed:expected_net_edge_ok,174,69,105,39.655172,-55.909080,158.529671,214.438751,0.000000,-0.321317,111.054948,-3.341836,5.982759
passed:expected_reward_ok,174,69,105,39.655172,-55.909080,158.529671,214.438751,0.000000,-0.321317,111.054948,-3.341836,5.982759
passed:pullback_near_ema21,172,69,103,40.116279,-39.041400,173.615518,212.656918,0.000000,-0.226985,110.680912,-2.274570,6.023256
passed:pullback_near_vwap,2,0,2,0.000000,-16.867680,-15.085848,1.781833,0.000000,-8.433840,143.222032,-95.126719,2.500000
passed:reward_risk_ok,174,69,105,39.655172,-55.909080,158.529671,214.438751,0.000000,-0.321317,111.054948,-3.341836,5.982759
passed:volume_ratio_ok,174,69,105,39.655172,-55.909080,158.529671,214.438751,0.000000,-0.321317,111.054948,-3.341836,5.982759
