trade_id,signal_id,symbol,strategy_id,regime,side,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,qty,gross_pnl,fee,slippage,net_pnl,reward_risk,bars_held,exit_reason,entry_reason,filters_passed,filters_failed,expected_edge_bps,actual_edge_bps
TRD-SIG-BT-00000001,SIG-BT-00000001,BTCUSDT,mean_revert_v1,neutral,long,1586344500000,1586353500000,7264.682646,7218.831863,7220.275918,7406.397674,0.16889333,-7.743891,0.978468,1.348103,-10.070462,3.191296,11,stop_loss,"mean_revert_v1_confirmed ext_atr=-3.19, wick=0.37, close_location=0.77, reversal_progress_atr=0.39, vol=1.12, atr_bps=61.1",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,182.073942,-82.076769
TRD-SIG-BT-00000002,SIG-BT-00000002,BTCUSDT,mean_revert_v1,bearish,long,1652410800000,1652418900000,30136.526100,30829.955570,29790.455295,30836.122795,0.02162822,14.997643,0.527439,0.394080,14.076124,2.021542,10,take_profit,"mean_revert_v1_confirmed ext_atr=-2.02, wick=0.65, close_location=0.86, reversal_progress_atr=0.20, vol=1.11, atr_bps=114.9",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,219.142448,215.957953
TRD-SIG-BT-00000003,SIG-BT-00000003,BTCUSDT,mean_revert_v1,neutral,long,1654531200000,1654532100000,31536.005940,31365.461336,31371.735683,31840.733015,0.04569305,-7.792703,1.149664,1.583515,-10.525881,1.855035,2,stop_loss,"mean_revert_v1_confirmed ext_atr=-1.86, wick=0.39, close_location=0.84, reversal_progress_atr=0.49, vol=1.04, atr_bps=52.1",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,83.628303,-73.046879
TRD-SIG-BT-00000004,SIG-BT-00000004,BTCUSDT,mean_revert_v1,bullish,long,1679285700000,1679295600000,27380.975100,27887.139404,27183.124759,27892.717947,0.03785801,19.162372,0.836936,0.625787,17.699649,2.586515,12,take_profit,"mean_revert_v1_confirmed ext_atr=-2.59, wick=0.50, close_location=0.95, reversal_progress_atr=0.56, vol=1.04, atr_bps=72.3",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,173.897233,170.748930
TRD-SIG-BT-00000005,SIG-BT-00000005,BTCUSDT,mean_revert_v1,bullish,long,1679573700000,1679574600000,27604.419780,27508.845334,27514.348203,27869.053188,0.08345329,-7.976002,1.839753,2.532452,-12.348207,2.938035,2,stop_loss,"mean_revert_v1_confirmed ext_atr=-2.94, wick=0.54, close_location=0.79, reversal_progress_atr=0.28, vol=1.40, atr_bps=32.6",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,82.866318,-53.602103
TRD-SIG-BT-00000006,SIG-BT-00000006,BTCUSDT,mean_revert_v1,bullish,long,1679898600000,1679919300000,27771.453180,27812.036480,27694.299961,28008.880834,0.09718644,3.944147,2.160785,1.620194,0.163168,3.077353,24,time_exit,"mean_revert_v1_confirmed ext_atr=-3.08, wick=0.39, close_location=0.91, reversal_progress_atr=0.35, vol=1.18, atr_bps=27.8",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,72.493421,0.604547
TRD-SIG-BT-00000007,SIG-BT-00000007,BTCUSDT,mean_revert_v1,bullish,long,1680066000000,1680070500000,27558.010500,27761.889203,27474.830529,27767.442691,0.09014780,18.379217,1.994787,1.494253,14.890177,2.517820,6,take_profit,"mean_revert_v1_confirmed ext_atr=-2.52, wick=0.45, close_location=0.79, reversal_progress_atr=0.32, vol=1.39, atr_bps=30.2",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,62.996847,59.937256
TRD-SIG-BT-00000008,SIG-BT-00000008,BTCUSDT,mean_revert_v1,bullish,long,1680249600000,1680265800000,27738.846660,28078.796654,27613.690325,28084.413537,0.06009146,20.428091,1.341665,1.004207,18.082219,2.761082,19,take_profit,"mean_revert_v1_confirmed ext_atr=-2.76, wick=0.43, close_location=0.87, reversal_progress_atr=0.71, vol=2.49, atr_bps=45.1",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,111.578675,108.480222
TRD-SIG-BT-00000009,SIG-BT-00000009,BTCUSDT,mean_revert_v1,bullish,long,1680488100000,1680490800000,27770.452980,27650.229869,27655.761021,28082.511607,0.06581063,-7.911959,1.458908,2.008767,-11.379634,2.720841,4,stop_loss,"mean_revert_v1_confirmed ext_atr=-2.72, wick=0.43, close_location=1.00, reversal_progress_atr=0.59, vol=1.46, atr_bps=41.3",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,99.370737,-62.265759
TRD-SIG-BT-00000010,SIG-BT-00000010,BTCUSDT,mean_revert_v1,bullish,long,1680554700000,1680554700000,27784.955880,27641.324296,27646.853667,28084.438886,0.05453121,-7.832404,1.208985,1.665095,-10.706484,2.168561,1,stop_loss,"mean_revert_v1_confirmed ext_atr=-2.17, wick=0.60, close_location=0.86, reversal_progress_atr=0.29, vol=1.21, atr_bps=49.7",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,94.786029,-70.662994
TRD-SIG-BT-00000011,SIG-BT-00000011,BTCUSDT,mean_revert_v1,neutral,long,1680777000000,1680777000000,27892.477380,27818.301667,27823.866441,28069.807336,0.10952803,-8.124320,2.440757,3.358884,-13.923960,2.584573,1,stop_loss,"mean_revert_v1_confirmed ext_atr=-2.58, wick=0.50, close_location=0.98, reversal_progress_atr=0.47, vol=1.40, atr_bps=24.6",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,50.576266,-45.577490
TRD-SIG-BT-00000012,SIG-BT-00000012,BTCUSDT,mean_revert_v1,neutral,long,1680855300000,1680857100000,27864.371760,27800.319469,27805.880645,28057.326802,0.12812091,-8.206438,2.852724,3.925368,-14.984531,3.298878,3,stop_loss,"mean_revert_v1_confirmed ext_atr=-3.30, wick=0.48, close_location=0.95, reversal_progress_atr=0.63, vol=1.67, atr_bps=21.0",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,56.247943,-41.973372
TRD-SIG-BT-00000013,SIG-BT-00000013,BTCUSDT,mean_revert_v1,neutral,long,1682445600000,1682449200000,27613.721640,27514.911107,27520.415190,27790.196551,0.08007440,-7.912194,1.765757,2.430685,-12.108636,1.891347,5,stop_loss,"mean_revert_v1_confirmed ext_atr=-1.89, wick=0.38, close_location=0.67, reversal_progress_atr=0.67, vol=2.67, atr_bps=33.8",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,50.908412,-54.761657
TRD-SIG-BT-00000014,SIG-BT-00000014,BTCUSDT,mean_revert_v1,neutral,long,1685358900000,1685370600000,27895.578000,27821.618358,27827.183795,28049.104682,0.10897554,-8.059792,2.428725,3.342317,-13.830833,2.244732,14,stop_loss,"mean_revert_v1_confirmed ext_atr=-2.24, wick=0.35, close_location=1.00, reversal_progress_atr=0.54, vol=1.12, atr_bps=24.5",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,42.036207,-45.497126
TRD-SIG-BT-00000015,SIG-BT-00000015,BTCUSDT,mean_revert_v1,neutral,long,1685495700000,1685497500000,27783.155520,27724.964589,27730.510691,27954.243524,0.14118289,-8.215564,3.134719,4.313113,-15.663396,3.249854,3,stop_loss,"mean_revert_v1_confirmed ext_atr=-3.25, wick=0.40, close_location=1.00, reversal_progress_atr=0.62, vol=1.13, atr_bps=19.0",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,48.579760,-39.932113
TRD-SIG-BT-00000016,SIG-BT-00000016,BTCUSDT,mean_revert_v1,bullish,long,1696602600000,1696606200000,27632.725440,27860.649598,27514.590353,27866.222843,0.06271679,14.294673,1.392147,1.042681,11.859845,1.976529,5,take_profit,"mean_revert_v1_confirmed ext_atr=-1.98, wick=0.41, close_location=0.87, reversal_progress_atr=0.68, vol=1.01, atr_bps=42.8",extension_ok|reversal_confirmation_ok|rejection_ok|trend_block_ok|expected_edge_ok,,71.500316,68.433922
