key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
passed:atr_bps_in_range,1394,670,724,48.063128,-1985.271448,493.485976,2478.757424,0.000000,-1.424155,39.294960,-7.019318,3.820660
passed:confidence_ok,1394,670,724,48.063128,-1985.271448,493.485976,2478.757424,0.000000,-1.424155,39.294960,-7.019318,3.820660
passed:confirmation_bearish_or_allowed_neutral,321,153,168,47.663551,-468.412364,94.303513,562.715878,0.000000,-1.459229,47.266686,-4.974007,3.894081
passed:confirmation_bullish_or_allowed_neutral,1073,517,556,48.182665,-1516.859083,399.182463,1916.041546,0.000000,-1.413662,36.910129,-7.631196,3.798695
passed:direction_enabled,1394,670,724,48.063128,-1985.271448,493.485976,2478.757424,0.000000,-1.424155,39.294960,-7.019318,3.820660
passed:expected_net_edge_ok,1394,670,724,48.063128,-1985.271448,493.485976,2478.757424,0.000000,-1.424155,39.294960,-7.019318,3.820660
passed:expected_reward_ok,1394,670,724,48.063128,-1985.271448,493.485976,2478.757424,0.000000,-1.424155,39.294960,-7.019318,3.820660
passed:momentum_trigger_ok,1394,670,724,48.063128,-1985.271448,493.485976,2478.757424,0.000000,-1.424155,39.294960,-7.019318,3.820660
passed:near_vwap_or_ema21,1394,670,724,48.063128,-1985.271448,493.485976,2478.757424,0.000000,-1.424155,39.294960,-7.019318,3.820660
passed:screening_bearish,321,153,168,47.663551,-468.412364,94.303513,562.715878,0.000000,-1.459229,47.266686,-4.974007,3.894081
passed:screening_bullish,1073,517,556,48.182665,-1516.859083,399.182463,1916.041546,0.000000,-1.413662,36.910129,-7.631196,3.798695
passed:trigger_body_atr_ok,1394,670,724,48.063128,-1985.271448,493.485976,2478.757424,0.000000,-1.424155,39.294960,-7.019318,3.820660
passed:trigger_body_ratio_ok,1394,670,724,48.063128,-1985.271448,493.485976,2478.757424,0.000000,-1.424155,39.294960,-7.019318,3.820660
passed:trigger_close_location_ok,1394,670,724,48.063128,-1985.271448,493.485976,2478.757424,0.000000,-1.424155,39.294960,-7.019318,3.820660
passed:volume_ratio_ok,1394,670,724,48.063128,-1985.271448,493.485976,2478.757424,0.000000,-1.424155,39.294960,-7.019318,3.820660
