key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
passed:atr_bps_in_range,63,28,35,44.444444,-47.526993,53.751184,101.278177,0.000000,-0.754397,69.612418,-7.857694,4.825397
passed:confidence_ok,63,28,35,44.444444,-47.526993,53.751184,101.278177,0.000000,-0.754397,69.612418,-7.857694,4.825397
passed:confirmation_bearish_or_allowed_neutral,53,24,29,45.283019,-28.699885,53.699919,82.399804,0.000000,-0.541507,73.399293,-7.390944,4.981132
passed:confirmation_bullish_or_allowed_neutral,10,4,6,40.000000,-18.827108,0.051265,18.878373,0.000000,-1.882711,49.541983,-10.331470,4.000000
passed:direction_enabled,63,28,35,44.444444,-47.526993,53.751184,101.278177,0.000000,-0.754397,69.612418,-7.857694,4.825397
passed:expected_net_edge_ok,63,28,35,44.444444,-47.526993,53.751184,101.278177,0.000000,-0.754397,69.612418,-7.857694,4.825397
passed:expected_reward_ok,63,28,35,44.444444,-47.526993,53.751184,101.278177,0.000000,-0.754397,69.612418,-7.857694,4.825397
passed:momentum_trigger_ok,63,28,35,44.444444,-47.526993,53.751184,101.278177,0.000000,-0.754397,69.612418,-7.857694,4.825397
passed:near_vwap_or_ema21,63,28,35,44.444444,-47.526993,53.751184,101.278177,0.000000,-0.754397,69.612418,-7.857694,4.825397
passed:screening_bearish,53,24,29,45.283019,-28.699885,53.699919,82.399804,0.000000,-0.541507,73.399293,-7.390944,4.981132
passed:screening_bullish,10,4,6,40.000000,-18.827108,0.051265,18.878373,0.000000,-1.882711,49.541983,-10.331470,4.000000
passed:trigger_body_atr_ok,63,28,35,44.444444,-47.526993,53.751184,101.278177,0.000000,-0.754397,69.612418,-7.857694,4.825397
passed:trigger_body_ratio_ok,63,28,35,44.444444,-47.526993,53.751184,101.278177,0.000000,-0.754397,69.612418,-7.857694,4.825397
passed:trigger_close_location_ok,63,28,35,44.444444,-47.526993,53.751184,101.278177,0.000000,-0.754397,69.612418,-7.857694,4.825397
passed:volume_ratio_ok,63,28,35,44.444444,-47.526993,53.751184,101.278177,0.000000,-0.754397,69.612418,-7.857694,4.825397
