key,trades,wins,losses,win_rate,net_pnl,gross_pnl,total_fee,total_slippage,avg_net_pnl,avg_expected_edge_bps,avg_actual_edge_bps,avg_bars_held
passed:atr_bps_in_range,37,8,29,21.621622,-187.652304,-74.306064,113.346240,0.000000,-5.071684,57.529956,-16.827053,5.378378
passed:bearish_retest_hold,37,8,29,21.621622,-187.652304,-74.306064,113.346240,0.000000,-5.071684,57.529956,-16.827053,5.378378
passed:below_vwap,37,8,29,21.621622,-187.652304,-74.306064,113.346240,0.000000,-5.071684,57.529956,-16.827053,5.378378
passed:confidence_ok,37,8,29,21.621622,-187.652304,-74.306064,113.346240,0.000000,-5.071684,57.529956,-16.827053,5.378378
passed:confirmation_bearish,37,8,29,21.621622,-187.652304,-74.306064,113.346240,0.000000,-5.071684,57.529956,-16.827053,5.378378
passed:entry_ema_alignment_short,37,8,29,21.621622,-187.652304,-74.306064,113.346240,0.000000,-5.071684,57.529956,-16.827053,5.378378
passed:expected_net_edge_ok,37,8,29,21.621622,-187.652304,-74.306064,113.346240,0.000000,-5.071684,57.529956,-16.827053,5.378378
passed:expected_reward_ok,37,8,29,21.621622,-187.652304,-74.306064,113.346240,0.000000,-5.071684,57.529956,-16.827053,5.378378
passed:lookback_range_low_breakdown,37,8,29,21.621622,-187.652304,-74.306064,113.346240,0.000000,-5.071684,57.529956,-16.827053,5.378378
passed:reward_risk_ok,37,8,29,21.621622,-187.652304,-74.306064,113.346240,0.000000,-5.071684,57.529956,-16.827053,5.378378
passed:screening_bearish,37,8,29,21.621622,-187.652304,-74.306064,113.346240,0.000000,-5.071684,57.529956,-16.827053,5.378378
passed:volume_ratio_ok,37,8,29,21.621622,-187.652304,-74.306064,113.346240,0.000000,-5.071684,57.529956,-16.827053,5.378378
