trade_id,signal_id,symbol,strategy_id,regime,side,entry_time,exit_time,entry_price,exit_price,stop_loss,take_profit,qty,gross_pnl,fee,slippage,net_pnl,reward_risk,bars_held,exit_reason,entry_reason,filters_passed,filters_failed,expected_edge_bps,actual_edge_bps
TRD-SIG-BT-00000001,SIG-BT-00000001,BTCUSDT,ema_trend_pullback_v1,bearish,short,1705072800000,1705073100000,44999.398320,44745.210076,45081.628163,44736.262824,0.15201294,38.639902,5.456937,4.096568,29.086397,3.200000,6,take_profit,etp_bearish_pullback_near_vwap_close_reclaim_or_wick,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_vwap|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,45.475337,42.520921
TRD-SIG-BT-00000002,SIG-BT-00000002,BTCUSDT,ema_trend_pullback_v1,bearish,short,1714571700000,1714571760000,57273.343040,57393.030708,57381.554397,56927.066696,0.11618666,-13.906110,5.329081,7.322619,-26.557810,3.200000,2,stop_loss,etp_bearish_pullback_near_vwap_close_reclaim_or_wick,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_vwap|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,47.460299,-39.910160
TRD-SIG-BT-00000003,SIG-BT-00000003,BTCUSDT,ema_trend_pullback_v1,bearish,short,1714574580000,1714574580000,57220.353640,57328.353235,57316.889857,56911.437745,0.12955057,-13.991409,5.935940,8.157020,-28.084368,3.200000,1,stop_loss,etp_bearish_pullback_near_vwap_close_reclaim_or_wick,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_vwap|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,40.987065,-37.885656
TRD-SIG-BT-00000004,SIG-BT-00000004,BTCUSDT,ema_trend_pullback_v1,bearish,short,1714613700000,1714613760000,57274.542800,57039.933087,57351.422618,57028.527381,0.16176040,37.950562,7.396622,5.551263,25.002676,3.200000,2,take_profit,etp_bearish_pullback_near_vwap_close_reclaim_or_wick,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_vwap|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,29.953711,26.986878
TRD-SIG-BT-00000005,SIG-BT-00000005,BTCUSDT,ema_trend_pullback_v1,bearish,short,1719260940000,1719261000000,59045.288580,58689.777422,59160.053194,58678.041814,0.10890654,38.717491,5.128848,3.850509,29.738134,3.200000,2,take_profit,etp_bearish_pullback_near_vwap_close_reclaim_or_wick,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_vwap|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,49.197472,46.246034
TRD-SIG-BT-00000006,SIG-BT-00000006,BTCUSDT,ema_trend_pullback_v1,bearish,short,1722782400000,1722782400000,59652.067200,59764.841068,59752.890490,59329.432671,0.12470296,-14.063235,5.956657,8.185480,-28.205372,3.200000,1,stop_loss,etp_bearish_pullback_near_vwap_close_reclaim_or_wick,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_vwap|close_reclaim_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,41.086060,-37.916617
TRD-SIG-BT-00000007,SIG-BT-00000007,BTCUSDT,ema_trend_pullback_v1,bearish,short,1728582900000,1728583320000,59637.970020,59410.649227,59712.720191,59398.769473,0.16725646,38.020872,7.964660,5.977299,24.078912,3.200000,8,take_profit,etp_bearish_pullback_near_vwap_close_reclaim_or_wick,15m_trend_bearish|5m_confirmation_bearish|1m_ema_alignment_short|pullback_near_vwap|wick_rejection_short|atr_bps_in_range|volume_ratio_ok|reward_risk_ok|expected_reward_ok|expected_net_edge_ok|direction_enabled|confidence_ok,,27.108767,24.139658
