stage,entry_geometry_mode,reason,count,unique_signals,avg_equity,avg_drawdown_pct,avg_daily_realized_pnl,avg_expected_reward_bps,avg_expected_cost_bps,avg_expected_net_edge_bps,min_expected_net_edge_bps,max_expected_net_edge_bps
initial_risk,reanchor_to_actual_entry,daily_loss_limit_reached,181345,181345,173.042838,96.539143,-5.476990,15.015576,10.000000,5.015576,-2.499947,251.348585
initial_risk,reanchor_to_actual_entry,expected_net_edge_not_positive,107753,107753,118.562020,97.628760,-3.259800,8.713175,10.000000,-1.286825,-2.499990,-0.000008
initial_risk,reanchor_to_actual_entry,max_drawdown_reached,131641,131641,0.000000,100.000000,-0.000000,12.501369,10.000000,2.501369,-2.499965,150.323206
